序号,代码,名称,最新价,涨跌幅,涨跌额,成交量(手),成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率(动态),市净率
2580,002252,上海莱士,6.97,-0.57,-0.04,131706,91751858.0,1.71,7.05,6.93,7.01,7.01,1.84,0.2,18.96,1.54
2581,600716,凤凰股份,3.47,-0.57,-0.02,23452,8200213.0,1.72,3.53,3.47,3.48,3.49,1.07,0.25,49.53,0.63
2582,603021,山东华鹏,5.2,-0.57,-0.03,11689,6084335.0,1.15,5.24,5.18,5.2,5.23,1.27,0.37,-7.59,4.02
2583,600455,博通股份,22.52,-0.57,-0.13,5185,11662782.0,2.3,22.69,22.17,22.65,22.65,1.92,0.83,61.26,5.58
2584,300834,星辉环材,22.52,-0.57,-0.13,1881,4243766.0,0.93,22.72,22.51,22.72,22.65,1.22,0.31,72.29,1.48
2585,603133,*ST碳元,6.92,-0.57,-0.04,2732,1893160.0,0.57,6.96,6.92,6.95,6.96,1.54,0.13,-31.54,5.6
2586,300439,美康生物,12.09,-0.58,-0.07,19181,23349791.3,1.81,12.31,12.09,12.2,12.16,2.07,0.69,13.24,1.75
2587,002910,庄园牧场,10.35,-0.58,-0.06,6792,7054898.0,1.34,10.47,10.33,10.44,10.41,1.3,0.4,-50.19,1.52
2588,688505,复旦张江,10.33,-0.58,-0.06,22811,23791849.0,2.21,10.54,10.31,10.39,10.39,1.94,0.32,78.23,4.62
2589,600488,津药药业,5.15,-0.58,-0.03,36343,18890079.0,1.93,5.25,5.15,5.2,5.18,1.27,0.33,22.83,1.82
2590,002255,海陆重工,5.15,-0.58,-0.03,21418,11075151.0,1.54,5.23,5.15,5.23,5.18,1.48,0.33,13.69,1.19
2591,002011,盾安环境,12.01,-0.58,-0.07,44326,53265325.66,2.32,12.2,11.92,12.0,12.08,1.89,0.48,19.28,3.16
2592,603085,天成自控,10.27,-0.58,-0.06,12791,13135399.0,1.74,10.38,10.2,10.3,10.33,1.12,0.35,170.05,4.51
2593,600010,包钢股份,1.71,-0.58,-0.01,589291,100662170.0,1.16,1.72,1.7,1.72,1.72,2.27,0.19,93.97,1.47
2594,300933,中辰股份,8.55,-0.58,-0.05,21924,18788537.0,1.28,8.63,8.52,8.56,8.6,1.78,0.93,54.73,2.7
2595,002347,泰尔股份,5.13,-0.58,-0.03,64708,33217456.24,1.94,5.19,5.09,5.14,5.16,1.61,1.31,320.34,2.08
2596,600580,卧龙电驱,11.96,-0.58,-0.07,52412,62954053.0,2.41,12.18,11.89,12.09,12.03,1.91,0.4,12.96,1.61
2597,601238,广汽集团,10.25,-0.58,-0.06,118213,121593434.0,1.45,10.37,10.22,10.35,10.31,2.12,0.16,18.12,0.94
2598,000788,北大医药,6.82,-0.58,-0.04,23874,16388723.0,1.46,6.92,6.82,6.87,6.86,1.86,0.4,64.01,2.87
2599,002400,省广集团,5.1,-0.58,-0.03,147752,75442277.46,1.17,5.14,5.08,5.13,5.13,1.3,0.88,59.71,1.85
2600,002010,传化智联,5.09,-0.59,-0.03,45626,23301191.2,0.98,5.14,5.09,5.1,5.12,1.85,0.17,18.57,0.8
2601,002573,清新环境,5.08,-0.59,-0.03,22235,11352791.0,1.57,5.14,5.06,5.13,5.11,2.03,0.21,18.58,1.1
2602,600601,方正科技,3.38,-0.59,-0.02,653692,221970978.0,3.82,3.48,3.35,3.38,3.4,2.93,1.57,146.69,4.03
2603,002887,绿茵生态,8.42,-0.59,-0.05,7376,6224604.05,0.94,8.49,8.41,8.47,8.47,1.19,0.45,25.51,1.21
2604,600305,恒顺醋业,10.1,-0.59,-0.06,19764,20006799.0,1.18,10.19,10.07,10.18,10.16,2.06,0.2,45.5,3.37
2605,600590,泰豪科技,6.73,-0.59,-0.04,29441,19853640.0,1.18,6.8,6.72,6.77,6.77,1.54,0.35,19.05,1.54
2606,000930,中粮科技,6.72,-0.59,-0.04,22272,15010069.04,1.04,6.78,6.71,6.76,6.76,1.87,0.12,-18.69,1.17
2607,000882,华联股份,1.68,-0.59,-0.01,65987,11127622.0,1.18,1.7,1.68,1.69,1.69,0.91,0.24,99.27,0.66
2608,000972,中基健康,3.35,-0.59,-0.02,40308,13576671.99,3.26,3.43,3.32,3.36,3.37,1.97,0.52,33.92,19.37
2609,600436,片仔癀,265.49,-0.6,-1.59,6222,166384824.0,1.53,269.48,265.4,268.88,267.08,2.03,0.1,51.98,13.21
2610,301232,飞沃科技,55.07,-0.6,-0.33,1234,6843296.93,1.53,55.88,55.03,55.57,55.4,1.23,0.97,31.64,1.93
2611,300813,泰林生物,25.03,-0.6,-0.15,2958,7442562.6,1.67,25.4,24.98,25.18,25.18,1.38,0.5,58.64,4.6
2612,688519,南亚新材,24.96,-0.6,-0.15,12863,32455157.0,3.66,25.75,24.83,25.15,25.11,3.53,1.4,-80.01,2.27
2613,601113,华鼎股份,3.32,-0.6,-0.02,25132,8384829.0,1.5,3.36,3.31,3.32,3.34,2.06,0.23,20.27,1.14
2614,002067,景兴纸业,3.32,-0.6,-0.02,25684,8563106.0,1.2,3.36,3.32,3.35,3.34,1.05,0.24,60.61,0.73
2615,603102,百合股份,43.1,-0.6,-0.26,2065,8910963.0,1.08,43.43,42.96,43.21,43.36,0.92,0.58,14.15,1.86
2616,603776,永安行,13.25,-0.6,-0.08,4799,6383359.0,1.35,13.4,13.22,13.33,13.33,1.01,0.21,44.66,0.99
2617,688439,振华风光,82.7,-0.6,-0.5,3237,26825103.0,2.33,83.99,82.05,83.18,83.2,1.67,0.34,32.23,3.78
2618,603587,地素时尚,14.86,-0.6,-0.09,7905,11835213.0,1.67,15.1,14.85,14.95,14.95,2.0,0.17,11.56,2.0
2619,605287,德才股份,16.5,-0.6,-0.1,4733,7830146.0,1.99,16.76,16.43,16.59,16.6,1.47,0.54,10.74,1.27
2620,605186,健麾信息,36.28,-0.6,-0.22,3362,12224559.0,1.75,36.8,36.16,36.68,36.5,0.67,0.5,44.2,4.71
2621,000573,粤宏远Ａ,3.29,-0.6,-0.02,25331,8387222.0,1.81,3.34,3.28,3.31,3.31,1.02,0.4,334.11,1.31
2622,600463,空港股份,8.22,-0.6,-0.05,6790,5601772.0,1.93,8.35,8.19,8.24,8.27,1.21,0.23,-25.67,2.16
2623,000919,金陵药业,8.22,-0.6,-0.05,34719,28845239.19,2.06,8.39,8.22,8.31,8.27,2.42,0.69,27.1,1.37
2624,600818,中路股份,13.15,-0.6,-0.08,20441,27165201.0,3.4,13.54,13.09,13.25,13.23,2.03,0.86,271.09,7.13
2625,603363,傲农生物,8.21,-0.61,-0.05,23535,19384875.0,1.33,8.29,8.18,8.26,8.26,1.02,0.32,-4.42,4.63
2626,605180,华生科技,13.11,-0.61,-0.08,2905,3815859.0,1.14,13.22,13.07,13.22,13.19,1.3,0.6,53.79,2.02
2627,300995,奇德新材,21.3,-0.61,-0.13,5460,11656482.0,4.57,21.98,21.0,21.55,21.43,2.35,1.88,249.75,2.84
2628,002594,比亚迪,238.9,-0.61,-1.46,22124,529746990.11,1.07,241.08,238.5,240.4,240.36,1.03,0.19,31.74,5.81
2629,300625,三雄极光,13.07,-0.61,-0.08,16054,21095551.0,1.67,13.25,13.03,13.1,13.15,1.85,1.01,23.65,1.76
2630,002290,禾盛新材,11.42,-0.61,-0.07,5760,6579891.0,2.09,11.56,11.32,11.53,11.49,1.67,0.23,25.03,4.24
2631,600743,华远地产,1.63,-0.61,-0.01,66204,10893317.0,2.44,1.67,1.63,1.65,1.64,1.1,0.28,-3.73,1.37
2632,600319,亚星化学,4.89,-0.61,-0.03,12279,6035001.0,1.83,4.97,4.88,4.91,4.92,1.62,0.39,-20.49,3.21
2633,603028,赛福天,11.39,-0.61,-0.07,7991,9166506.0,2.01,11.6,11.37,11.37,11.46,0.74,0.28,53.02,4.45
2634,000733,振华科技,68.26,-0.61,-0.42,38870,265302896.62,2.59,69.18,67.4,68.0,68.68,1.59,0.75,11.61,3.32
2635,601616,广电电气,3.25,-0.61,-0.02,31136,10121939.0,1.53,3.28,3.23,3.27,3.27,1.92,0.33,95.76,1.26
2636,688450,光格科技,42.24,-0.61,-0.26,1398,5940516.0,1.79,42.97,42.21,42.97,42.5,1.27,0.94,70.2,2.61
2637,300629,新劲刚,17.87,-0.61,-0.11,14461,25789390.35,2.06,18.03,17.66,17.91,17.98,2.49,0.73,26.99,3.23
2638,833751,惠同新材,4.87,-0.61,-0.03,3385,1645451.75,0.82,4.89,4.85,4.88,4.9,3.45,0.8,14.55,1.27
2639,002903,宇环数控,19.48,-0.61,-0.12,10085,19668429.0,2.19,19.73,19.3,19.59,19.6,1.03,1.01,61.0,3.86
2640,301019,宁波色母,21.1,-0.61,-0.13,2048,4321124.0,1.27,21.28,21.01,21.28,21.23,1.26,0.36,28.17,2.43
2641,002903,宇环数控,19.48,-0.61,-0.12,10084,19666481.0,2.19,19.73,19.3,19.59,19.6,1.03,1.01,61.0,3.86
2642,301019,宁波色母,21.1,-0.61,-0.13,2048,4321124.0,1.27,21.28,21.01,21.28,21.23,1.26,0.36,28.17,2.43
2643,000822,山东海化,6.49,-0.61,-0.04,20730,13474747.0,1.07,6.55,6.48,6.54,6.53,1.39,0.23,8.35,1.32
2644,002666,德联集团,4.86,-0.61,-0.03,44193,21542198.0,1.43,4.92,4.85,4.89,4.89,3.4,0.98,47.3,1.08
2645,300661,圣邦股份,84.2,-0.61,-0.52,9873,83193149.8,1.75,85.0,83.52,84.5,84.72,1.16,0.22,219.54,11.01
2646,300517,海波重科,12.95,-0.61,-0.08,3199,4153992.0,2.0,13.17,12.91,13.05,13.03,0.97,0.26,273.31,2.47
2647,000777,中核科技,12.95,-0.61,-0.08,11758,15280517.65,1.69,13.13,12.91,13.08,13.03,1.17,0.31,36.28,2.74
2648,601869,长飞光纤,33.99,-0.61,-0.21,8712,29532947.0,1.61,34.25,33.7,34.19,34.2,1.92,0.21,21.22,2.5
2649,000967,盈峰环境,4.85,-0.61,-0.03,27170,13252732.0,1.43,4.91,4.84,4.91,4.88,1.67,0.09,20.67,0.9
2650,600793,宜宾纸业,11.31,-0.62,-0.07,5084,5784270.0,2.37,11.47,11.2,11.35,11.38,1.53,0.29,-30.71,3.2
2651,600267,海正药业,11.28,-0.62,-0.07,80451,91203386.0,1.85,11.45,11.24,11.34,11.35,2.44,0.71,16.24,1.64
2652,002622,皓宸医疗,3.22,-0.62,-0.02,44175,14335525.0,1.54,3.27,3.22,3.25,3.24,1.9,0.53,177.47,4.65
2653,002565,顺灏股份,3.22,-0.62,-0.02,38556,12497008.0,1.54,3.27,3.22,3.24,3.24,1.24,0.37,242.29,1.82
2654,000982,中银绒业,1.61,-0.62,-0.01,225244,36206659.2,1.23,1.62,1.6,1.62,1.62,1.15,0.53,349.0,5.59
2655,600059,古越龙山,9.62,-0.62,-0.06,20939,20195654.0,1.55,9.75,9.6,9.66,9.68,1.45,0.23,48.74,1.59
2656,605151,西上海,19.23,-0.62,-0.12,25246,48851553.0,3.1,19.7,19.1,19.17,19.35,1.43,3.94,24.45,1.99
2657,301077,星华新材,20.76,-0.62,-0.13,1731,3619757.0,2.39,21.25,20.75,20.95,20.89,0.93,0.4,30.2,2.12
2658,831039,国义招标,4.79,-0.62,-0.03,234,112046.03,1.66,4.84,4.76,4.84,4.82,1.8,0.02,10.92,1.29
2659,002421,达实智能,3.19,-0.62,-0.02,138749,44472310.0,1.56,3.23,3.18,3.23,3.21,1.63,0.69,44.04,2.01
2660,688115,思林杰,31.83,-0.62,-0.2,2956,9399805.0,2.72,32.28,31.41,32.03,32.03,1.0,0.71,-107.5,1.64
2661,300659,中孚信息,22.28,-0.62,-0.14,21547,48266933.0,2.59,22.69,22.11,22.43,22.42,1.37,1.4,-13.85,4.98
2662,603136,天目湖,19.06,-0.63,-0.12,9139,17466046.0,1.77,19.34,19.0,19.12,19.18,1.12,0.49,28.44,2.84
2663,600419,天润乳业,12.7,-0.63,-0.08,11405,14529950.0,1.49,12.87,12.68,12.7,12.78,1.3,0.36,16.16,1.71
2664,605007,五洲特纸,14.28,-0.63,-0.09,5395,7709572.0,1.81,14.47,14.21,14.47,14.37,1.84,0.65,-237.43,2.88
2665,000875,吉电股份,4.76,-0.63,-0.03,53996,25804518.0,1.25,4.81,4.75,4.79,4.79,2.0,0.22,7.4,1.09
2666,000529,广弘控股,6.34,-0.63,-0.04,8785,5580140.4,1.1,6.39,6.32,6.38,6.38,0.91,0.15,14.53,1.21
2667,600276,恒瑞医药,44.37,-0.63,-0.28,105222,470120535.0,1.79,45.12,44.32,44.82,44.65,1.73,0.17,61.31,7.28
2668,600009,上海机场,36.44,-0.63,-0.23,42287,153680285.0,1.77,36.77,36.12,36.67,36.67,2.05,0.22,342.2,2.28
2669,605179,一鸣食品,11.09,-0.63,-0.07,7670,8546827.0,2.42,11.27,11.0,11.05,11.16,1.79,1.26,88.45,4.04
2670,603225,新凤鸣,12.66,-0.63,-0.08,28469,36250038.0,2.28,12.91,12.62,12.69,12.74,1.17,0.19,20.2,1.22
2671,600272,开开实业,12.65,-0.63,-0.08,88589,114711460.0,4.71,13.25,12.65,12.92,12.73,2.4,5.54,90.83,5.36
2672,000523,广州浪奇,3.16,-0.63,-0.02,24324,7698858.0,1.26,3.19,3.15,3.18,3.18,1.46,0.18,4165.89,3.74
2673,002154,报 喜 鸟,6.31,-0.63,-0.04,26267,16589838.39,1.89,6.38,6.26,6.3,6.35,1.07,0.24,11.3,2.27
2674,300888,稳健医疗,40.9,-0.63,-0.26,3257,13373275.2,1.38,41.37,40.8,41.32,41.16,1.15,0.17,17.83,2.09
2675,601999,出版传媒,6.29,-0.63,-0.04,14806,9315368.0,1.42,6.34,6.25,6.32,6.33,0.84,0.27,133.31,1.42
2676,300283,温州宏丰,6.29,-0.63,-0.04,19090,12001073.0,1.74,6.36,6.25,6.36,6.33,1.29,0.62,24.1,3.12
2677,002597,金禾实业,22.01,-0.63,-0.14,12255,27079573.0,2.3,22.39,21.88,22.28,22.15,1.4,0.22,15.32,1.85
2678,001311,多利科技,51.85,-0.63,-0.33,6050,31426559.9,1.46,52.45,51.69,52.15,52.18,0.88,1.32,19.22,2.36
2679,002852,道道全,10.99,-0.63,-0.07,17636,19395384.89,1.27,11.09,10.95,11.06,11.06,1.81,0.64,12.72,1.79
2680,688798,艾为电子,73.63,-0.63,-0.47,5480,40286269.0,3.59,74.92,72.26,74.25,74.1,1.15,0.41,-122.54,4.83
2681,000566,海南海药,4.69,-0.64,-0.03,42865,20232354.0,1.91,4.78,4.69,4.73,4.72,1.51,0.37,318.7,2.8
2682,601727,上海电气,4.68,-0.64,-0.03,167725,78388436.0,0.85,4.7,4.66,4.7,4.71,1.18,0.13,61.75,1.37
2683,300096,易联众,6.24,-0.64,-0.04,38877,24323597.0,1.91,6.32,6.2,6.27,6.28,1.03,1.03,-19.15,10.85
2684,300462,华铭智能,10.9,-0.64,-0.07,10942,11951100.0,2.01,11.06,10.84,11.02,10.97,1.66,0.8,-818.56,1.35
2685,688223,晶科能源,9.34,-0.64,-0.06,119026,111274332.0,2.98,9.51,9.23,9.4,9.4,1.23,0.6,12.15,3.12
2686,600526,菲达环保,4.67,-0.64,-0.03,15872,7453423.0,1.28,4.73,4.67,4.69,4.7,1.22,0.22,25.0,1.05
2687,000011,深物业A,9.34,-0.64,-0.06,11221,10508498.15,1.49,9.44,9.3,9.4,9.4,1.2,0.21,12.6,1.26
2688,300789,唐源电气,23.27,-0.64,-0.15,5686,13205509.0,2.39,23.59,23.03,23.59,23.42,1.82,0.76,27.88,2.76
2689,600819,耀皮玻璃,4.65,-0.64,-0.03,15803,7381953.0,1.07,4.7,4.65,4.67,4.68,1.43,0.21,-21.91,1.29
2690,600084,中葡股份,7.75,-0.64,-0.05,7554,5870216.0,1.15,7.84,7.75,7.78,7.8,1.34,0.07,700.75,6.78
2691,002522,浙江众成,4.65,-0.64,-0.03,14276,6673821.0,1.28,4.71,4.65,4.68,4.68,0.84,0.17,37.11,1.92
2692,300208,青岛中程,7.72,-0.64,-0.05,17043,13174652.0,2.19,7.84,7.67,7.8,7.77,1.82,0.25,-105.16,5.07
2693,000682,东方电子,7.72,-0.64,-0.05,55696,43242361.32,2.83,7.9,7.68,7.8,7.77,1.47,0.42,25.58,2.44
2694,601169,北京银行,4.63,-0.64,-0.03,214563,99532389.0,0.64,4.66,4.63,4.65,4.66,1.4,0.1,3.44,0.41
2695,000755,山西路桥,4.63,-0.64,-0.03,14739,6837312.0,1.07,4.67,4.62,4.65,4.66,1.78,0.24,13.78,1.42
2696,300599,雄塑科技,7.71,-0.64,-0.05,6098,4721440.0,1.42,7.81,7.7,7.77,7.76,1.34,0.29,62.84,1.22
2697,832566,梓橦宫,6.16,-0.65,-0.04,855,526912.98,0.97,6.2,6.14,6.17,6.2,1.73,0.07,10.49,1.23
2698,002111,威海广泰,9.24,-0.65,-0.06,27643,25664208.8,2.47,9.44,9.21,9.44,9.3,3.88,0.58,42.58,1.65
2699,301322,绿通科技,44.64,-0.65,-0.29,3772,16906902.57,1.85,45.34,44.51,45.0,44.93,1.55,1.44,16.53,1.68
2700,603617,君禾股份,7.69,-0.65,-0.05,79462,62094414.0,4.13,7.94,7.62,7.74,7.74,1.79,2.03,99.33,2.03
2701,603617,君禾股份,7.69,-0.65,-0.05,79462,62094414.0,4.13,7.94,7.62,7.74,7.74,1.79,2.03,99.33,2.03
2702,603528,多伦科技,7.69,-0.65,-0.05,23603,18197587.0,1.42,7.77,7.66,7.73,7.74,1.16,0.38,182.92,3.23
2703,002761,浙江建投,12.3,-0.65,-0.08,63438,78340109.95,1.78,12.47,12.25,12.35,12.38,1.24,0.59,12.33,2.0
2704,600711,盛屯矿业,4.61,-0.65,-0.03,80568,37184334.0,1.51,4.66,4.59,4.65,4.64,1.53,0.26,44.0,1.0
2705,002296,辉煌科技,7.68,-0.65,-0.05,15431,11885648.0,1.16,7.75,7.66,7.72,7.73,1.45,0.45,24.64,1.59
2706,000078,海王生物,3.07,-0.65,-0.02,73528,22729013.0,1.62,3.12,3.07,3.1,3.09,1.97,0.28,48.16,1.77
2707,002676,顺威股份,4.6,-0.65,-0.03,63318,29131072.0,1.51,4.64,4.57,4.62,4.63,0.94,0.88,54.58,2.82
2708,300463,迈克生物,15.31,-0.65,-0.1,29442,45304167.64,2.34,15.59,15.23,15.54,15.41,3.07,0.59,26.82,1.5
2709,301004,嘉益股份,42.81,-0.65,-0.28,6879,30008030.0,4.99,44.9,42.75,43.78,43.09,3.65,2.62,13.65,4.63
2710,002905,金逸影视,9.17,-0.65,-0.06,14768,13604541.0,1.52,9.27,9.13,9.21,9.23,0.72,0.42,71.89,20.85
2711,002986,宇新股份,16.81,-0.65,-0.11,4764,8055350.92,2.84,17.25,16.77,16.93,16.92,1.7,0.2,12.35,2.09
2712,002376,新北洋,7.62,-0.65,-0.05,14106,10785908.0,1.3,7.7,7.6,7.69,7.67,1.32,0.23,228.63,1.65
2713,688349,三一重能,30.4,-0.65,-0.2,4128,12490059.0,2.19,30.7,30.03,30.49,30.6,1.63,0.22,22.43,3.15
2714,300078,思创医惠,4.56,-0.65,-0.03,29857,13703178.4,2.4,4.65,4.54,4.59,4.59,1.12,0.36,-20.13,3.95
2715,002314,南山控股,3.04,-0.65,-0.02,56938,17364952.0,1.63,3.08,3.03,3.07,3.06,1.22,0.43,161.49,0.81
2716,000816,智慧农业,3.04,-0.65,-0.02,26767,8159129.0,0.98,3.07,3.04,3.07,3.06,1.16,0.19,255.58,2.03
2717,300863,卡倍亿,51.55,-0.66,-0.34,5120,26447656.24,1.6,52.15,51.32,52.0,51.89,1.22,1.54,28.1,4.13
2718,300668,杰恩设计,19.69,-0.66,-0.13,3211,6312984.0,1.82,19.91,19.55,19.87,19.82,0.85,0.41,38.91,3.17
2719,603992,松霖科技,13.63,-0.66,-0.09,1612,2194251.0,1.53,13.71,13.5,13.67,13.72,0.57,0.04,22.69,2.5
2720,002870,香山股份,34.81,-0.66,-0.23,27169,94732543.22,2.71,35.45,34.5,35.0,35.04,2.72,2.46,38.42,2.84
2721,000797,中国武夷,3.02,-0.66,-0.02,89519,27102249.88,1.32,3.05,3.01,3.02,3.04,1.24,0.57,-20.57,0.96
2722,838924,广脉科技,6.03,-0.66,-0.04,477,288780.78,2.97,6.18,6.0,6.18,6.07,2.6,0.1,24.36,1.91
2723,301291,明阳电气,28.62,-0.66,-0.19,6045,17414424.0,1.39,29.0,28.6,28.7,28.81,1.77,0.85,27.46,2.29
2724,600830,香溢融通,6.02,-0.66,-0.04,21691,13088595.0,1.32,6.09,6.01,6.07,6.06,1.23,0.48,78.22,1.29
2725,600119,长江投资,6.02,-0.66,-0.04,21655,12943011.0,3.8,6.12,5.89,5.99,6.06,2.79,0.7,-335.55,11.34
2726,300265,通光线缆,9.03,-0.66,-0.06,8305,7502017.0,1.21,9.11,9.0,9.1,9.09,1.36,0.23,33.61,1.88
2727,832145,恒合股份,4.51,-0.66,-0.03,1,451.0,0.0,4.51,4.51,4.51,4.54,0.01,0.0,-28.38,1.14
2728,601607,上海医药,18.04,-0.66,-0.12,62192,112692392.0,1.82,18.3,17.97,18.18,18.16,2.03,0.32,12.8,1.02
2729,834062,科润智控,4.5,-0.66,-0.03,1345,611633.3,1.32,4.56,4.5,4.56,4.53,1.55,0.13,12.98,1.34
2730,600052,东望时代,4.5,-0.66,-0.03,18039,8115450.0,2.43,4.58,4.47,4.58,4.53,1.39,0.21,36.58,1.28
2731,300140,节能环境,7.48,-0.66,-0.05,19518,14661625.0,1.59,7.57,7.45,7.56,7.53,1.76,0.46,20.95,1.97
2732,688151,华强科技,19.44,-0.66,-0.13,1817,3540147.0,1.18,19.66,19.43,19.66,19.57,0.92,0.18,115.58,1.6
2733,000563,陕国投Ａ,2.98,-0.67,-0.02,71597,21338775.0,1.0,3.0,2.97,2.99,3.0,0.92,0.14,12.71,0.91
2734,300103,达刚控股,5.94,-0.67,-0.04,13695,8148435.0,2.34,6.04,5.9,5.99,5.98,1.16,0.56,-54.12,2.62
2735,002188,中天服务,5.94,-0.67,-0.04,11137,6653357.0,1.84,6.03,5.92,5.98,5.98,1.07,0.46,51.84,13.52
2736,300717,华信新材,16.33,-0.67,-0.11,4807,7874264.0,2.55,16.69,16.27,16.5,16.44,2.11,0.47,39.21,2.57
2737,601128,常熟银行,7.42,-0.67,-0.05,58590,43337628.0,1.2,7.44,7.35,7.42,7.47,1.34,0.22,7.01,0.89
2738,002336,人人乐,13.34,-0.67,-0.09,17822,23988396.0,2.68,13.69,13.33,13.65,13.43,1.3,0.48,-9.51,-29.63
2739,601177,杭齿前进,8.89,-0.67,-0.06,8682,7755309.0,1.56,9.01,8.87,8.98,8.95,1.29,0.22,15.08,1.59
2740,601005,重庆钢铁,1.48,-0.67,-0.01,129998,19343822.0,1.34,1.5,1.48,1.5,1.49,0.81,0.16,-15.18,0.63
2741,601128,常熟银行,7.42,-0.67,-0.05,58590,43337628.0,1.2,7.44,7.35,7.42,7.47,1.34,0.22,7.01,0.89
2742,002336,人人乐,13.34,-0.67,-0.09,17822,23988396.0,2.68,13.69,13.33,13.65,13.43,1.3,0.48,-9.51,-29.63
2743,601177,杭齿前进,8.89,-0.67,-0.06,8682,7755309.0,1.56,9.01,8.87,8.98,8.95,1.29,0.22,15.08,1.59
2744,601005,重庆钢铁,1.48,-0.67,-0.01,129998,19343822.0,1.34,1.5,1.48,1.5,1.49,0.81,0.16,-15.18,0.63
2745,600698,湖南天雁,4.44,-0.67,-0.03,33105,14666459.0,1.79,4.48,4.4,4.45,4.47,1.85,0.4,2247.81,6.26
2746,002582,好想你,7.4,-0.67,-0.05,14224,10581191.0,1.34,7.5,7.4,7.48,7.45,1.05,0.42,-91.57,0.8
2747,605288,凯迪股份,39.9,-0.67,-0.27,1415,5630752.0,1.84,40.28,39.54,40.04,40.17,1.48,0.2,28.03,1.33
2748,600638,新黄浦,5.91,-0.67,-0.04,16734,9968609.0,1.51,6.0,5.91,5.94,5.95,1.51,0.25,27.47,0.9
2749,300749,顶固集创,8.86,-0.67,-0.06,9963,8876199.0,1.68,8.99,8.84,8.99,8.92,1.13,0.64,42.68,2.5
2750,300091,金通灵,2.95,-0.67,-0.02,24423,7216499.0,1.68,2.99,2.94,2.97,2.97,0.96,0.22,-41.65,1.86
2751,300920,润阳科技,19.17,-0.67,-0.13,3087,5933675.03,1.87,19.47,19.11,19.31,19.3,1.3,0.62,84.12,1.67
2752,002423,中粮资本,7.37,-0.67,-0.05,38620,28434004.0,1.48,7.44,7.33,7.41,7.42,1.48,0.17,10.37,0.89
2753,600585,海螺水泥,25.04,-0.67,-0.17,37018,92847910.0,1.47,25.33,24.96,25.26,25.21,1.26,0.09,10.26,0.73
2754,603610,麒盛科技,11.78,-0.67,-0.08,11903,14028382.0,1.52,11.9,11.72,11.84,11.86,1.99,0.33,17.34,1.32
2755,300137,先河环保,5.89,-0.67,-0.04,22945,13582738.0,1.35,5.96,5.88,5.93,5.93,1.36,0.48,54.16,1.64
2756,600036,招商银行,32.39,-0.67,-0.22,110768,359537284.0,1.01,32.66,32.33,32.58,32.61,1.09,0.05,5.39,0.95
2757,300588,熙菱信息,13.24,-0.68,-0.09,60413,80445164.0,3.08,13.49,13.08,13.22,13.33,1.14,4.18,-115.32,6.17
2758,603111,康尼机电,4.41,-0.68,-0.03,12101,5356265.0,1.35,4.46,4.4,4.45,4.44,1.52,0.14,29.29,1.19
2759,603578,三星新材,14.69,-0.68,-0.1,9364,13788003.0,2.37,14.9,14.55,14.71,14.79,1.49,0.52,12.38,2.56
2760,600029,南方航空,5.87,-0.68,-0.04,143466,83963967.0,1.35,5.9,5.82,5.89,5.91,1.67,0.11,-18.5,2.79
2761,600958,东方证券,8.79,-0.68,-0.06,340482,295990047.0,2.03,8.8,8.62,8.79,8.85,1.91,0.46,19.64,1.02
2762,301287,康力源,38.02,-0.68,-0.26,1784,6817649.0,1.23,38.49,38.02,38.28,38.28,1.0,1.07,16.75,2.39
2763,300461,田中精机,21.92,-0.68,-0.15,8635,19076521.0,2.99,22.36,21.7,22.07,22.07,0.98,1.06,419.58,5.11
2764,000591,太阳能,5.84,-0.68,-0.04,76482,44634533.0,1.53,5.89,5.8,5.88,5.88,1.5,0.21,12.7,1.03
2765,688080,映翰通,39.38,-0.68,-0.27,4972,19557792.0,2.8,40.0,38.89,40.0,39.65,1.9,0.68,31.12,3.34
2766,603639,海利尔,17.49,-0.68,-0.12,5027,8802422.0,1.48,17.7,17.44,17.7,17.61,1.45,0.15,8.99,1.84
2767,300004,南风股份,5.83,-0.68,-0.04,13356,7824937.0,1.19,5.9,5.83,5.88,5.87,1.21,0.28,374.71,1.64
2768,002806,华锋股份,11.65,-0.68,-0.08,18766,21875469.0,1.96,11.78,11.55,11.71,11.73,2.26,1.26,-38.02,1.97
2769,300760,迈瑞医疗,269.36,-0.68,-1.85,10868,292530009.11,1.59,272.3,268.0,272.15,271.21,1.44,0.09,25.35,9.75
2770,000544,中原环保,7.27,-0.68,-0.05,22974,16785072.0,1.37,7.35,7.25,7.32,7.32,1.66,0.24,5.93,0.98
2771,300789,唐源电气,23.26,-0.68,-0.16,5685,13203182.0,2.39,23.59,23.03,23.59,23.42,1.82,0.76,27.87,2.75
2772,000006,深振业Ａ,4.36,-0.68,-0.03,64094,28171192.32,2.28,4.44,4.34,4.39,4.39,1.63,0.47,346.72,0.76
2773,300892,品渥食品,23.25,-0.68,-0.16,3878,9089288.0,1.79,23.65,23.23,23.33,23.41,1.19,0.88,-19.89,2.13
2774,603855,华荣股份,20.34,-0.68,-0.14,4305,8798014.0,1.9,20.66,20.27,20.48,20.48,0.89,0.13,17.59,4.12
