Title,20年IF,21年IF,即时IF,桑格预测IF,JCR分区,中科院分区,警告信息
GLOBAL MENTAL HEALTH,3.5,3.75,1.63,4.62,Q3,医学-2区,
GLOBAL MEDICAL GENETICS,-,-,0.95,N/A,,,
GLOBAL MEDIA JOURNAL-CANADIAN EDITION,-,-,N/A,N/A,,,
GLOBAL MEDIA AND COMMUNICATION,-,-,0.47,N/A,,,
GLOBAL MEDIA AND CHINA,-,-,0.88,N/A,,,
GLOBAL LABOUR JOURNAL,-,-,0.69,N/A,,,
GLOBAL KNOWLEDGE MEMORY AND COMMUNICATION,-,-,0.99,N/A,,,
GLOBAL JOURNAL OF MEDICAL PHARMACEUTICAL AND BIOMEDICAL UPDATE,-,-,0.08,N/A,,,
GLOBAL JOURNAL OF ENVIRONMENTAL SCIENCE AND MANAGEMENT-GJESM,-,-,1.96,N/A,,,
GLOBAL JOURNAL AL-THAQAFAH,-,-,0.03,N/A,,,
GLOBAL HEART,3.426,3.218,1.65,>4.02,Q3,医学-4区,
GLOBAL HEALTH-SCIENCE AND PRACTICE,2.453,3.409,1.08,4.21,Q2,医学-3区,
GLOBAL HEALTH RESEARCH AND POLICY,-,-,4.08,N/A,,,
GLOBAL HEALTH PROMOTION,1.976,2.066,0.74,2.58,Q3,医学-4区,
GLOBAL HEALTH EPIDEMIOLOGY AND GENOMICS,-,-,1.13,N/A,,,
GLOBAL HEALTH ACTION,2.662,2.996,1.31,3.53,Q3,医学-3区,
GLOBAL GOVERNANCE,0.877,1.18,0.74,>1.47,Q4,法学-4区,
GLOBAL FOOD SECURITY-AGRICULTURE POLICY ECONOMICS AND ENVIRONMENT,7.772,9.027,4.64,>11.28,Q1,农林科学-2区,
GLOBAL FINANCE JOURNAL,-,2.853,3.03,N/A,Q2,,
GLOBAL ENVIRONMENTAL POLITICS,4.055,4.145,2.6,>5.18,Q2,法学-2区,
GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,9.523,11.16,4.65,12.08,Q1,环境科学与生态学-1区,
GLOBAL ENVIRONMENT,-,-,0.16,N/A,,,
GLOBAL ECONOMY JOURNAL,-,-,0.36,N/A,,,
GLOBAL ECONOMIC REVIEW,0.889,1.843,0.82,>2.30,Q3,经济学-4区,
GLOBAL ECOLOGY AND CONSERVATION,3.38,3.969,2.06,>4.96,Q2,环境科学与生态学-3区,
GLOBAL ECOLOGY AND BIOGEOGRAPHY,7.148,6.909,3.33,>8.64,Q1,环境科学与生态学-1区,
GLOBAL CRIME,-,-,1.18,N/A,,,
GLOBAL CHANGE PEACE & SECURITY,-,-,0.6,N/A,,,
GLOBAL CHANGE BIOLOGY BIOENERGY,4.745,5.957,2.76,7.42,Q2,工程技术-2区,
GLOBAL CHANGE BIOLOGY,10.863,13.211,5.72,16.45,Q1,环境科学与生态学-1区,
GLOBAL CHALLENGES,3.847,5.135,2.65,6.27,Q1,综合性期刊-4区,
GLOBAL BUSINESS REVIEW,-,-,1.23,N/A,,,
GLOBAL BIOGEOCHEMICAL CYCLES,5.703,6.5,2.82,6.86,Q1,地球科学-1区,
GLOBAL AND PLANETARY CHANGE,5.114,4.956,2.15,4.04,Q1,地球科学-1区,
GLOBAL & REGIONAL HEALTH TECHNOLOGY ASSESSMENT,-,-,0.31,N/A,,,
GLOBAL & LOCAL ECONOMIC REVIEW,-,-,0.32,N/A,,,
GLIA,7.452,8.073,3.05,6.64,Q1,医学-1区,
GLASS TECHNOLOGY-EUROPEAN JOURNAL OF GLASS SCIENCE AND TECHNOLOGY PART A,0.591,0.238,N/A,<0.18,Q4,材料科学-4区,
GLASS STRUCTURES & ENGINEERING,-,-,1.28,N/A,,,
GLASS PHYSICS AND CHEMISTRY,0.883,0.685,0.4,0.56,Q4,材料科学-4区,
GLASS AND CERAMICS,0.708,0.668,0.36,0.59,Q4,材料科学-4区,
GLASNIK MATEMATICKI,0.66,0.432,0.3,0.41,Q4,数学-4区,
GLASNIK HEMICARA I TEHNOLOGA BOSNE I HERCEGOVINE,-,-,0.16,N/A,,,
GLASGOW MATHEMATICAL JOURNAL,0.648,0.573,0.25,<0.43,Q4,数学-4区,
GLAND SURGERY,2.953,2.16,0.95,2.39,Q3,医学-4区,
GLADIUS,-,-,N/A,N/A,,,
GIST-EDUCATION AND LEARNING RESEARCH JOURNAL,-,-,0.21,N/A,,,
GISCIENCE & REMOTE SENSING,6.238,6.397,3.25,7.33,Q1,地球科学-2区,
GIRLHOOD STUDIES-AN INTERDISCIPLINARY JOURNAL,-,-,0.31,N/A,,,
GIORNALE STORICO DELLA LETTERATURA ITALIANA,-,-,N/A,N/A,,,
GIORNALE ITALIANO DI MEDICINA DEL LAVORO ED ERGONOMIA,-,-,0.18,N/A,,,
GIORNALE ITALIANO DI ENDODONZIA,-,-,0.2,N/A,,,
GIORNALE ITALIANO DI DERMATOLOGIA E VENEREOLOGIA,2.011,1.927,0.9,2.01,Q3,医学-4区,
GIORNALE ITALIANO DI CARDIOLOGIA,-,-,0.26,N/A,,,
GIORNALE CRITICO DELLA FILOSOFIA ITALIANA,-,-,N/A,N/A,,,
GIORNALE CRITICO DELLA FILOSOFIA ITALIANA,-,-,N/A,N/A,,,
GIO-GRUPPE-INTERAKTION-ORGANISATION-ZEITSCHRIFT FUER ANGEWANDTE ORGANISATIONSPSYCHOLOGIE,-,-,0.39,N/A,,,
GIO-GRUPPE-INTERAKTION-ORGANISATION-ZEITSCHRIFT FUER ANGEWANDTE ORGANISATIONSPSYCHOLOGIE,-,-,0.39,N/A,,,
GINEKOLOGIA POLSKA,1.232,1.216,0.64,>1.52,Q4,医学-4区,
GINEKOLOGIA POLSKA,1.232,1.216,0.64,>1.52,Q4,医学-4区,
GIM INTERNATIONAL-THE WORLDWIDE MAGAZINE FOR GEOMATICS,-,-,0.02,N/A,,,
GIM INTERNATIONAL-THE WORLDWIDE MAGAZINE FOR GEOMATICS,-,-,0.02,N/A,,,
GIGASCIENCE,6.524,7.658,4.57,>9.57,Q1,生物学-2区,
GIGASCIENCE,6.524,7.658,4.57,>9.57,Q1,生物学-2区,
GIFTED CHILD QUARTERLY,3.564,2.409,1.44,2.11,Q3,教育学-3区,
GIFTED CHILD QUARTERLY,3.564,2.409,1.44,2.11,Q3,教育学-3区,
GIANT,-,-,4.32,N/A,,,
GFF,1.51,1.294,0.46,1.28,Q4,地球科学-4区,
GEUS BULLETIN,-,0.75,0.74,N/A,Q4,地球科学-4区,
GETTY RESEARCH JOURNAL,-,-,N/A,N/A,,,
GETMOBILE-MOBILE COMPUTING & COMMUNICATIONS REVIEW,-,-,0.35,N/A,,,
GETMOBILE-MOBILE COMPUTING & COMMUNICATIONS REVIEW,-,-,0.35,N/A,,,
GETMOBILE-MOBILE COMPUTING & COMMUNICATIONS REVIEW,-,-,0.35,N/A,,,
GESUNDHEITSWESEN,0.996,1.199,0.54,1.2,Q4,医学-4区,
GESUNDHEITSOEKONOMIE UND QUALITAETSMANAGEMENT,-,-,0.07,N/A,,,
GESUNDE PFLANZEN,1.102,2.082,1.75,>2.60,Q2,农林科学-4区,
GESTURE,0.594,0.48,0.5,N/A,Q4,人文科学-4区,
GESTION Y POLITICA PUBLICA,0.146,0.733,0.2,>0.92,Q4,法学-4区,
GESTAO E DESENVOLVIMENTO,-,-,0.04,N/A,,,
GESTA-INTERNATIONAL CENTER OF MEDIEVAL ART,-,-,0.18,N/A,,,
GESNERUS-SWISS JOURNAL OF THE HISTORY OF MEDICINE AND SCIENCES,-,-,N/A,N/A,,,
GESCHICHTE UND GESELLSCHAFT,-,-,0.13,N/A,,,
GEROSCIENCE,7.713,7.581,3,6.5,Q1,医学-2区,
GEROPSYCH-THE JOURNAL OF GERONTOPSYCHOLOGY AND GERIATRIC PSYCHIATRY,-,-,0.51,N/A,,,
GERONTOLOGY AND GERIATRIC MEDICINE,-,-,1.31,N/A,,,
GERONTOLOGY & GERIATRICS EDUCATION,-,-,0.98,N/A,,,
GERONTOLOGY,5.14,5.597,1.68,<4.20,Q2,医学-3区,
GERONTOLOGIST,5.271,5.422,3.07,5.56,Q1,医学-1区,
GERODONTOLOGY,2.98,2.75,0.88,2.23,Q4,医学-4区,
GERMS,-,-,0.89,N/A,,,
GERMANOSLAVICA-ZEITSCHRIFT FUR GERMANO-SLAWISCHE STUDIEN,-,-,N/A,N/A,,,
GERMANOSLAVICA-ZEITSCHRIFT FUR GERMANO-SLAWISCHE STUDIEN,-,-,N/A,N/A,,,
GERMANISCH-ROMANISCHE MONATSSCHRIFT,-,-,N/A,N/A,,,
GERMANIC REVIEW,-,-,0.08,N/A,,,
GERMAN STUDIES REVIEW,0.156,0.25,0.07,>0.31,Q4,法学-4区,
GERMAN QUARTERLY,-,-,0.06,N/A,,,
GERMAN POLITICS AND SOCIETY,-,-,0.28,N/A,,,
GERMAN POLITICS,2.159,1.322,0.76,<0.99,Q3,法学-4区,
GERMAN LIFE AND LETTERS,-,-,0.07,N/A,,,
GERMAN JOURNAL OF HUMAN RESOURCE MANAGEMENT-ZEITSCHRIFT FUR PERSONALFORSCHUNG,1.367,2.935,1.87,>3.67,Q3,管理学-4区,
GERMAN JOURNAL OF EXERCISE AND SPORT RESEARCH,-,-,0.64,N/A,,,
GERMAN JOURNAL OF AGRICULTURAL ECONOMICS,0.618,0.536,0.13,<0.40,Q4,经济学-4区,
GERMAN HISTORY,0.385,0.295,0.21,>0.37,Q4,人文科学-4区,
GERMAN ECONOMIC REVIEW,0.934,1.319,0.7,1.48,Q3,经济学-4区,
GERION-REVISTA DE HISTORIA ANTIGUA,-,-,N/A,N/A,,,
GERION-REVISTA DE HISTORIA ANTIGUA,-,-,N/A,N/A,,,
GERIATRIE ET PSYCHOLOGIE NEUROPSYCHIATRIE DE VIEILLISSEMENT,0.838,0.667,0.2,<0.50,Q4,医学-4区,
GERIATRIE ET PSYCHOLOGIE NEUROPSYCHIATRIE DE VIEILLISSEMENT,0.838,0.667,0.2,<0.50,Q4,医学-4区,
GERIATRIE ET PSYCHOLOGIE NEUROPSYCHIATRIE DE VIEILLISSEMENT,0.838,0.667,0.2,<0.50,Q4,医学-4区,
GERIATRIE ET PSYCHOLOGIE NEUROPSYCHIATRIE DE VIEILLISSEMENT,0.838,0.667,0.2,<0.50,Q4,医学-4区,
GERIATRICS & GERONTOLOGY INTERNATIONAL,2.73,3.387,1.46,3.68,Q3,医学-3区,
GERIATRICS,-,-,1.12,N/A,Q3,,
GERIATRICS,-,-,1.12,N/A,Q3,,
GERIATRIC ORTHOPAEDIC SURGERY & REHABILITATION,1.87,1.924,0.81,>2.40,Q4,医学-4区,
GERIATRIC ORTHOPAEDIC SURGERY & REHABILITATION,1.87,1.924,0.81,>2.40,Q4,医学-4区,
GERIATRIC NURSING,2.361,2.525,1.36,>3.16,Q4,医学-3区,
GERIATRIC NURSING,2.361,2.525,1.36,>3.16,Q4,医学-3区,
GEOTHERMICS,4.284,4.566,2.12,4.54,Q3,工程技术-2区,
GEOTHERMAL ENERGY,2.8,3.787,2.08,4.54,Q3,地球科学-3区,
GEOTEXTILES AND GEOMEMBRANES,5.292,5.839,2.73,6.71,Q1,地球科学-1区,
GEOTECTONICS,1.121,1.142,0.58,1.23,Q4,地球科学-4区,
GEOTECHNIQUE LETTERS,2.462,1.89,1.2,>2.36,Q4,地球科学-4区,
GEOTECHNIQUE,5.458,5.554,2.73,4.86,Q1,工程技术-1区,
GEOTECHNIK,-,-,0.27,N/A,,,
GEOTECHNICAL TESTING JOURNAL,1.469,1.82,0.91,2.06,Q4,工程技术-4区,
GEOTECHNICAL RESEARCH,-,-,1.05,N/A,,,
GEOTECHNICAL ENGINEERING,-,-,0.1,N/A,,,
GEOTECHNICAL AND GEOLOGICAL ENGINEERING,-,-,0.95,N/A,,,
GEOSYSTEM ENGINEERING,-,-,1.13,N/A,,,
GEOSYNTHETICS INTERNATIONAL,3.663,4.565,2.42,5.46,Q2,地球科学-2区,
GEOSTANDARDS AND GEOANALYTICAL RESEARCH,3.62,4.343,1.71,5.21,Q2,地球科学-2区,
GEOSPHERE,3.298,3.944,1.29,2.99,Q2,地球科学-2区,
GEO-SPATIAL INFORMATION SCIENCE,4.288,4.278,3.03,>5.35,Q2,地球科学-2区,
GEOSPATIAL HEALTH,1.212,1.723,0.91,>2.15,Q4,医学-4区,
GEOSFERNYE ISSLEDOVANIYA-GEOSPHERE RESEARCH,-,-,0.09,N/A,,,
GEOSCIENTIFIC MODEL DEVELOPMENT,6.135,6.892,2.78,6.65,Q1,地球科学-2区,
GEOSCIENTIFIC INSTRUMENTATION METHODS AND DATA SYSTEMS,1.473,1.5,1.12,>1.88,Q4,地球科学-4区,
GEOSCIENCES JOURNAL,2.076,1.439,0.63,<1.08,Q4,地球科学-4区,
GEOSCIENCES,-,-,1.46,N/A,,,
GEOSCIENCE LETTERS,3.543,4.375,2.02,>5.47,Q2,地球科学-4区,
GEOSCIENCE FRONTIERS,6.853,7.483,4.95,>9.35,Q1,地球科学-1区,
GEOSCIENCE DATA JOURNAL,1.778,3.488,1.94,>4.36,Q3,地球科学-4区,
GEOSCIENCE CANADA,-,1.25,1.31,>1.56,Q4,,
GEOSCAPE,-,-,0.7,N/A,,,
GEOSABERES,-,-,0.02,N/A,,,
GEORISK-ASSESSMENT AND MANAGEMENT OF RISK FOR ENGINEERED SYSTEMS AND GEOHAZARDS,3.868,3.39,1.96,3.81,Q3,工程技术-3区,
GEORGIAN MATHEMATICAL JOURNAL,0.532,0.9,0.41,0.84,Q3,数学-4区,
GEORGIA REVIEW,-,-,N/A,N/A,,,
GEORGETOWN LAW JOURNAL,2.481,3.026,0.67,2.36,Q1,法学-2区,
GEORGE WASHINGTON LAW REVIEW,1.671,1.548,0.61,>1.94,Q2,法学-3区,
GEORESURSY,-,-,0.28,N/A,,,
GEOPOLITICS,4.117,2.872,1.61,>3.59,Q2,法学-2区,
GEOPOLITICAS-REVISTA DE ESTUDIOS SOBRE ESPACIO Y PODER,-,-,0.18,N/A,,,
GEOPHYSICS AND GEOPHYSICAL EXPLORATION,-,-,0.14,N/A,,,
GEOPHYSICS,2.928,3.264,1.92,>4.08,Q2,地球科学-2区,
GEOPHYSICAL RESEARCH LETTERS,4.72,5.576,2.9,6.69,Q1,地球科学-2区,
GEOPHYSICAL PROSPECTING,1.742,2.035,1.29,>2.54,Q3,地球科学-4区,
GEOPHYSICAL JOURNAL INTERNATIONAL,2.934,3.352,1.49,3.5,Q2,地球科学-2区,
GEOPHYSICAL AND ASTROPHYSICAL FLUID DYNAMICS,1.451,1.59,0.69,1.46,Q4,地球科学-4区,
GEOPERSIA,-,-,0.39,N/A,,,
GEOMORPHOLOGY,4.139,4.406,2.23,4.75,Q2,地球科学-2区,
GEOMORPHOLOGIE-RELIEF PROCESSUS ENVIRONNEMENT,0.676,0.647,0.26,>0.81,Q4,地球科学-4区,
GEOMICROBIOLOGY JOURNAL,2.308,2.412,1.08,2.34,Q3,环境科学与生态学-4区,
GEOMETRY & TOPOLOGY,1.563,1.909,0.97,1.92,Q1,数学-1区,
GEOMETRIC AND FUNCTIONAL ANALYSIS,2.148,1.926,1.18,2.37,Q1,数学-1区,
GEOMETRIAE DEDICATA,0.667,0.516,0.25,0.42,Q4,数学-4区,
GEOMEDIA,-,-,0.02,N/A,,,
GEOMECHANICS FOR ENERGY AND THE ENVIRONMENT,2.8,4.604,2.82,5.2,Q3,工程技术-3区,
GEOMECHANICS AND GEOPHYSICS FOR GEO-ENERGY AND GEO-RESOURCES,3.75,4.863,2.81,>6.08,Q3,工程技术-2区,
GEOMECHANICS AND GEOENGINEERING-AN INTERNATIONAL JOURNAL,-,-,0.7,N/A,,,
GEOMECHANICS AND ENGINEERING,3.223,3.201,1.85,2.5,Q3,工程技术-3区,
GEOMATICS NATURAL HAZARDS & RISK,3.528,3.922,2.41,>4.90,Q2,地球科学-3区,
GEO-MARINE LETTERS,1.836,2.267,1.15,2.74,Q3,地球科学-4区,
GEOMAGNETISM AND AERONOMY,0.701,0.844,0.27,0.74,Q4,地球科学-4区,
GEOLOGY OF ORE DEPOSITS,0.67,0.679,0.23,0.68,Q4,地球科学-4区,
GEOLOGY GEOPHYSICS AND ENVIRONMENT,-,-,0.35,N/A,,,
GEOLOGY,5.399,6.324,2.98,6.83,Q1,地球科学-1区,
GEOLOGOS,-,-,0.4,N/A,,,
GEOLOGICAL SURVEY OF DENMARK AND GREENLAND BULLETIN,1.163,1.412,0.35,N/A,Q3,,
GEOLOGICAL SOCIETY OF AMERICA BULLETIN,4.799,5.41,2.49,5.1,Q1,地球科学-1区,
GEOLOGICAL QUARTERLY,1.35,1.576,0.61,1.42,Q2,地球科学-4区,
GEOLOGICAL MAGAZINE,2.452,2.656,1.22,2.16,Q3,地球科学-3区,
GEOLOGICAL JOURNAL,2.468,2.128,0.84,1.79,Q3,地球科学-3区,
GEOLOGICAL FIELD TRIPS AND MAPS,-,-,0.38,N/A,,,
GEOLOGICA CARPATHICA,1.875,1.415,0.8,1.35,Q4,地球科学-4区,
GEOLOGICA BELGICA,0.773,0.857,0.94,<0.64,Q4,地球科学-4区,
GEOLOGICA ACTA,1.432,1.067,0.73,>1.33,Q4,地球科学-4区,
GEOLOGIA CROATICA,0.717,1.273,0.78,>1.59,Q3,地球科学-4区,
GEOJOURNAL,-,-,1.41,N/A,,,
GEOINFORMATICA,2.684,2.773,0.85,<2.08,Q3,计算机科学-4区,
GEOHUMANITIES,-,-,0.35,N/A,,,
GEOHERITAGE,2.68,2.786,1.58,3.18,Q3,地球科学-3区,
GEOHEALTH,4.529,6.343,2.23,>7.93,Q1,医学-2区,
GEOGRAPHY COMPASS,4.833,4.141,1.75,4.09,Q1,地球科学-3区,
GEOGRAPHY AND SUSTAINABILITY,-,-,5.45,N/A,,,
GEOGRAPHY AND NATURAL RESOURCES,-,-,0.15,N/A,,,
GEOGRAPHY,0.5,1.088,0.5,>1.36,Q4,地球科学-4区,
GEOGRAPHICAL REVIEW OF JAPAN-SERIES B,-,-,0.07,N/A,,,
GEOGRAPHICAL REVIEW,1.582,1.592,1.01,>1.99,Q4,法学-4区,
GEOGRAPHICAL RESEARCH,2.823,5.043,1.21,>6.30,Q1,法学-3区,
GEOGRAPHICAL JOURNAL,3.288,3.384,0.91,<2.54,Q2,法学-3区,
GEOGRAPHICAL ANALYSIS,4.268,3.566,2.03,4.08,Q2,地球科学-3区,
GEOGRAPHICAL ANALYSIS,4.268,3.566,2.03,4.08,Q2,地球科学-3区,
GEOGRAPHICAL ANALYSIS,4.268,3.566,2.03,4.08,Q2,地球科学-3区,
GEOGRAPHICAL ANALYSIS,4.268,3.566,2.03,4.08,Q2,地球科学-3区,
GEOGRAPHICA PANNONICA,-,-,1.04,N/A,,,
GEOGRAPHIA-UFF,-,-,N/A,N/A,,,
GEOGRAPHIA TECHNICA,-,-,0.39,N/A,,,
GEOGRAPHIA POLONICA,-,-,0.41,N/A,,,
GEOGRAPHIA CASSOVIENSIS,-,-,0.11,N/A,,,
GEOGRAFISKA ANNALER SERIES B-HUMAN GEOGRAPHY,1.953,2.45,0.74,1.91,Q3,法学-3区,
GEOGRAFISKA ANNALER SERIES A-PHYSICAL GEOGRAPHY,1.881,1.204,0.77,1.32,Q4,地球科学-4区,
GEOGRAFISK TIDSSKRIFT-DANISH JOURNAL OF GEOGRAPHY,1.963,2.32,1.14,2.55,Q4,法学-4区,
GEOGRAFIE,0.744,1.5,0.53,1.22,Q4,,
GEOGRAFICKY CASOPIS-GEOGRAPHICAL JOURNAL,-,-,0.5,N/A,,,
GEOGRAFICIDADE,-,-,N/A,N/A,,,
GEOGRAFICANDO,-,-,0.06,N/A,,,
GEOGRAFIA-MALAYSIAN JOURNAL OF SOCIETY & SPACE,-,-,0.23,N/A,,,
GEOGRAFIA FISICA E DINAMICA QUATERNARIA,1.5,0.25,0.24,0.21,Q4,地球科学-4区,
GEOGRAFARES,-,-,N/A,N/A,,,
GEO-GEOGRAPHY AND ENVIRONMENT,-,-,1.1,N/A,,,
GEOFORUM,3.901,3.926,2.08,4.12,Q1,法学-2区,
GEOFOCUS-REVISTA INTERNACIONAL DE CIENCIA Y TECNOLOGIA DE LA INFORMACION GEOGRAFICA,-,-,0.04,N/A,,,
GEOFLUIDS,2.176,2.006,0.91,2,Q3,地球科学-4区,
GEOFIZIKA,1.636,1.789,0.29,>2.24,Q4,地球科学-4区,
GEOFIZICHESKIY ZHURNAL-GEOPHYSICAL JOURNAL,-,-,0.22,N/A,,,
GEOFISICA INTERNACIONAL,0.615,0.649,0.24,0.78,Q4,地球科学-4区,
GEOENVIRONMENTAL DISASTERS,-,-,2.89,N/A,,,
GEODYNAMICS & TECTONOPHYSICS,-,-,0.27,N/A,,,
GEODYNAMICS,-,-,0.13,N/A,,,
GEODIVERSITAS,1.48,2.185,1.05,1.94,Q2,地球科学-4区,
GEODINAMICA ACTA,3.235,2.75,1.5,>3.44,Q3,地球科学-2区,
GEODETSKI VESTNIK,0.551,0.554,0.1,<0.42,Q4,法学-4区,
GEODETSKI LIST,-,-,0.27,N/A,,,
GEODESY AND GEODYNAMICS,-,-,1.05,N/A,,,
GEODESY AND CARTOGRAPHY,-,-,0.23,N/A,,,
GEODERMA REGIONAL,-,4.201,2.27,>5.25,Q2,农林科学-3区,
GEODERMA,6.114,7.422,3.27,7.05,Q1,农林科学-1区,
GEOCHRONOMETRIA,1.515,1.133,0.7,>1.42,Q4,地球科学-4区,
GEOCHIMICA ET COSMOCHIMICA ACTA,5.01,5.921,2.62,5.66,Q1,地球科学-1区,
GEOCHEMISTRY-EXPLORATION ENVIRONMENT ANALYSIS,1.437,2.266,1.42,>2.83,Q3,地球科学-4区,
GEOCHEMISTRY INTERNATIONAL,0.881,0.869,0.41,1.02,Q4,地球科学-4区,
GEOCHEMISTRY GEOPHYSICS GEOSYSTEMS,3.624,4.48,1.79,4.55,Q1,地球科学-2区,
GEOCHEMISTRY,2.292,4.127,1.9,4.2,Q2,地球科学-4区,
GEOCHEMICAL TRANSACTIONS,4.737,3.7,1.4,2.78,Q2,地球科学-2区,
GEOCHEMICAL PERSPECTIVES LETTERS,5.567,5.028,2.51,6.03,Q1,地球科学-2区,
GEOCHEMICAL PERSPECTIVES,3,0.75,2.5,>0.94,Q4,地球科学-4区,
GEOCHEMICAL JOURNAL,1.561,1.06,0.43,>1.33,Q4,地球科学-4区,
GEOCARTO INTERNATIONAL,4.889,3.45,1.93,3.85,Q3,地球科学-3区,
GEOBIOS,1.529,2.115,0.85,>2.64,Q2,地球科学-4区,
GEOBIOLOGY,4.407,4.216,1.88,3.57,Q2,地球科学-3区,
GEOARCHAEOLOGY-AN INTERNATIONAL JOURNAL,1.882,1.664,0.93,1.78,Q4,地球科学-3区,
GEOAMBIENTE ON-LINE,-,-,0.01,N/A,,,
GEOADRIA,-,-,0.25,N/A,,,
GEO UERJ,-,-,0.03,N/A,,,
GENRE SEXUALITE & SOCIETE,-,-,N/A,N/A,,,
GENOMICS PROTEOMICS & BIOINFORMATICS,7.691,6.409,4.94,>8.01,Q1,生物学-1区,
GENOMICS,5.736,4.31,2.41,>5.39,Q2,生物学-3区,
GENOME RESEARCH,9.043,9.438,3.79,7.92,Q1,生物学-1区,
GENOME MEDICINE,11.117,15.266,6.51,>19.08,Q1,生物学-1区,
GENOME BIOLOGY AND EVOLUTION,3.416,4.065,1.87,4.11,Q2,生物学-2区,
GENOME BIOLOGY,13.583,17.906,6.5,18.29,Q1,生物学-1区,
GENOME,2.166,2.449,1.54,>3.06,Q4,生物学-4区,
GENEVA RISK AND INSURANCE REVIEW,0.875,1.826,0.68,1.75,Q3,经济学-4区,
GENEVA PAPERS ON RISK AND INSURANCE-ISSUES AND PRACTICE,1.379,1.455,0.65,1.77,Q4,经济学-4区,
GENETIKA-BELGRADE,0.761,0.753,1.17,>0.94,Q4,农林科学-4区,
GENETICS SELECTION EVOLUTION,4.297,5.1,2.18,5.97,Q1,生物学-2区,
GENETICS RESEARCH,1.588,1.375,0.62,1.24,Q4,生物学-4区,
GENETICS IN MEDICINE,8.822,8.864,4.77,9.72,Q1,医学-1区,
GENETICS AND MOLECULAR RESEARCH,-,-,0.17,N/A,,,
GENETICS AND MOLECULAR BIOLOGY,1.771,2.087,1.22,>2.61,Q4,生物学-4区,
GENETICS,4.562,4.402,1.83,3.65,Q2,生物学-2区,
GENETICA,1.082,1.633,0.78,1.75,Q4,生物学-4区,
GENETIC TESTING AND MOLECULAR BIOMARKERS,1.795,1.736,0.74,1.7,Q4,生物学-4区,
GENETIC RESOURCES AND CROP EVOLUTION,1.524,1.876,1.13,>2.34,Q3,农林科学-3区,
GENETIC PROGRAMMING AND EVOLVABLE MACHINES,1.714,2.522,0.8,3,Q3,计算机科学-4区,
GENETIC EPIDEMIOLOGY,2.135,2.344,1.23,2.89,Q3,医学-4区,
GENESIS,2.487,2.389,0.84,<1.79,Q3,生物学-4区,
GENES TO CELLS,1.891,2.3,1.05,2.41,Q4,生物学-4区,
GENES CHROMOSOMES & CANCER,5.006,4.263,2.19,3.71,Q2,医学-2区,
GENES BRAIN AND BEHAVIOR,3.449,3.708,1.53,2.96,Q3,心理学-3区,
GENES AND NUTRITION,5.523,4.423,1.69,<3.32,Q2,医学-3区,
GENES AND IMMUNITY,2.676,4.248,2.64,>5.31,Q3,医学-4区,
GENES AND ENVIRONMENT,2.085,2.627,0.92,<1.97,Q4,医学-4区,
GENES & GENOMICS,1.891,2.3,1.1,2.44,Q4,生物学-4区,
GENES & GENETIC SYSTEMS,1.891,2.3,0.5,<1.72,Q4,生物学-4区,
GENES & DISEASES,1.891,2.3,3.71,2.64,Q4,医学-1区,
GENES & DEVELOPMENT,1.891,2.3,5.35,2.25,Q4,生物学-1区,
GENES,4.096,4.141,1.84,4.71,Q2,生物学-3区,
GENERATIONS-JOURNAL OF THE AMERICAN SOCIETY ON AGING,0.353,0.342,0.08,<0.26,Q4,法学-4区,
GENERAL THORACIC AND CARDIOVASCULAR SURGERY,1.517,1.227,0.54,1.24,Q4,医学-4区,
GENERAL RELATIVITY AND GRAVITATION,2.513,2.84,1.31,2.83,Q3,物理与天体物理-4区,
GENERAL PSYCHIATRY,-,-,2.01,N/A,,,
GENERAL PHYSIOLOGY AND BIOPHYSICS,1.512,1.957,0.87,1.81,Q4,生物学-4区,
GENERAL HOSPITAL PSYCHIATRY,3.238,7.587,3.26,>9.48,Q1,医学-3区,
GENERAL AND COMPARATIVE ENDOCRINOLOGY,2.822,3.255,1.57,3.22,Q3,医学-3区,
GENEALOGY,-,-,0.36,N/A,,,
GENE THERAPY,5.25,4.184,2.81,>5.23,Q3,医学-3区,
GENE REPORTS,-,-,0.7,N/A,,,
GENE EXPRESSION PATTERNS,1.224,1.488,0.47,1.4,Q4,生物学-4区,
GENE,3.688,3.913,1.76,3.37,Q2,生物学-3区,
GENDER WORK AND ORGANIZATION,3.465,5.428,3.14,>6.79,Q2,法学-2区,
GENDER TECHNOLOGY & DEVELOPMENT,-,-,1.19,N/A,,,
GENDER PLACE AND CULTURE,2.032,1.463,0.85,1.81,Q4,法学-3区,
GENDER ISSUES,-,-,1.15,N/A,,,
GENDER IN MANAGEMENT,2.293,3.337,1.82,>4.17,Q3,管理学-4区,
GENDER AND LANGUAGE,0.976,2.268,0.4,<1.70,Q2,人文科学-4区,
GENDER AND HISTORY,0.418,0.541,0.12,<0.41,Q4,法学-3区,
GENDER AND EDUCATION,2.081,1.866,1.06,2.18,Q3,教育学-4区,
GENDER & SOCIETY,-,-,2.61,N/A,,法学-2区,
GEMS & GEMOLOGY,1.775,2.045,0.48,<1.53,Q2,地球科学-4区,
GEM-INTERNATIONAL JOURNAL ON GEOMATHEMATICS,-,-,0.82,N/A,,,
