编号,持续时间,数量,内容
1,2022/6/11 22:36-2022/6/11 22:37,2,  知道了   最好不要做[捂脸]
1,2022/6/12 0:22-2022/6/12 0:22,2,  不做   
1,2022/6/12 6:02-2022/6/12 6:02,1,images\[01611]2022-06-12 06-02-45
1,2022/6/12 6:42-2022/6/12 6:54,3,images\[01612]2022-06-12 06-42-39 images\[01613]2022-06-12 06-44-35 images\[01614]2022-06-12 06-54-35
1,2022/6/12 18:28-2022/6/12 18:28,1,images\[01615]2022-06-12 18-28-35
1,2022/6/12 18:51-2022/6/12 18:52,2,  收到，谢谢   谢谢@沈玉华502?[抱拳]
1,2022/6/12 19:04-2022/6/12 19:07,2,  収到，谢谢您对我们关??让老年人近区取药，謝謝我们为民服务好??组长。   [抱拳][抱拳][抱拳]
1,2022/6/12 19:18-2022/6/12 19:19,2,  没关系的，举手之劳   感恩[合十]
1,2022/6/13 6:16-2022/6/13 6:16,1,images\[01616]2022-06-13 06-16-51
1,2022/6/13 15:44-2022/6/13 15:53,6,"  6月10日至7月10日，上海市民可领25元复工出行礼包

6月10日至7月10日活动期间，市民打开支付宝APP搜索“节能宣传周”或“绿色出行”，即可领取25元复工出行补贴礼包，内含公交券12元、地铁券5元、打车券6元、单车券2元。

领取优惠券操作流程：点开支付宝APP→搜索栏输入“节能宣传周”或“绿色出行”→点击：全力以复，绿色出行→领取出行优惠券

领完后，可去支付宝-卡券内查看 images\[01617]2022-06-13 15-48-29   亲测可领 ?? images\[01618]2022-06-13 15-51-29   @203?谢谢小美女[玫瑰]   [呲牙]太客气啦"
1,2022/6/14 6:21-2022/6/14 6:21,1,images\[01619]2022-06-14 06-21-53
1,2022/6/14 15:05-2022/6/14 15:25,14,"  紧急通知??：上级初定今天傍晚6:30左右，小区核酸大筛，请大家做好准备，留意群信息哦！谢谢[抱拳][抱拳][抱拳]   还没下班到家的怎么办啊   收到   ""   @毛头? 阿姨 我们一点多刚做的 晚上要做嘛？   @毛头?阿姨，在上班六点半回不去啊怎么弄   @雁: 六点半开始，你们七点能到家吗？   今天要加班，最快到家要8点后了   @401 你们下午做了，那就晚上这里不要做了。
  万一你们回来了，出不去了。   @404? 八点可能结束了。   那我就不做了把，在公司每天做的   可以的[抱拳]   毛头我下午做好了，儿子开车去他小区做。谢谢您。   哦哦"
1,2022/6/14 17:06-2022/6/14 17:16,5,  @所有人?五角场街道定于6月14日、6月15日、6月16日晚间，各进行一次全员核酸筛查   今天在外面做过的，可以不参加今晚的核酸采样   收到[抱拳] images\[01620]2022-06-14 17-07-58   知道了
1,2022/6/14 18:27-2022/6/14 18:28,2,[点击播放语音]   
1,2022/6/14 18:54-2022/6/14 19:13,5,  怎么还不开始啊？ 开始喂蚊子了[捂脸]   确实      什么时候开始呀   医生还没到[捂脸]
1,2022/6/15 5:42-2022/6/15 5:42,1,images\[01621]2022-06-15 05-42-44
1,2022/6/15 10:22-2022/6/15 10:22,1,  @所有人?各位居民，今日上午10:30-11:30小区活动室设点打新冠疫苗，请有需要的居民互相转告，不要错过哦！
1,2022/6/15 11:44-2022/6/15 11:44,1,images\[01622]2022-06-15 11-44-32
1,2022/6/15 17:20-2022/6/15 17:45,5,images\[01623]2022-06-15 17-20-31    images\[01624]2022-06-15 17-37-47 images\[01625]2022-06-15 17-40-22 images\[01626]2022-06-15 17-45-30
1,2022/6/15 17:58-2022/6/15 18:25,13,"images\[01627]2022-06-15 17-58-41 images\[01628]2022-06-15 18-00-15 images\[01629]2022-06-15 18-01-24 images\[01630]2022-06-15 18-07-08   ""友谊"" 撤回了一条消息 images\[01631]2022-06-15 18-10-05 images\[01632]2022-06-15 18-17-17 images\[01633]2022-06-15 18-20-27 images\[01634]2022-06-15 18-21-51 [点击播放语音] [点击播放语音]   好的 [点击播放语音]"
1,2022/6/16 5:41-2022/6/16 5:41,1,images\[01635]2022-06-16 05-41-06
1,2022/6/16 15:31-2022/6/16 15:36,3,  各位楼组长，今天依旧暂定傍晚6:30左右小区核酸大筛（具体时间根据医护情况待定），请大家严格遵守“2米线”间距、做好个人防护，做完核酸不要停留，不要随地吐痰，谢谢！[抱拳][抱拳] images\[01636]2022-06-16 15-31-52   收到[抱拳]
1,2022/6/16 15:51-2022/6/16 15:51,1,  收到[抱拳]
1,2022/6/16 17:02-2022/6/16 17:14,10,  [转发的网页]   星期六高考啊   你还要高考   [捂脸]   可以的   学无止境[强]   我不高考[捂脸]   哈哈哈   18岁的才高考  我过年纪了   问就是 18
1,2022/6/16 17:59-2022/6/16 18:01,2,[点击播放语音]   好的
1,2022/6/17 5:57-2022/6/17 5:57,1,images\[01637]2022-06-17 05-57-53
1,2022/6/17 12:25-2022/6/17 12:40,4,"  @所有人?各位居民，6月18日和6月21日下午2点至3点可至政通路305弄18号建新活动室接种新冠疫苗（一、二、三针皆可），有需要的居民请带好身份证前往，望相互转告。
温馨提醒:接种新冠疫苗后48小时内不可做核酸检测！！！   收到   收到已种[抱拳]   [强]"
1,2022/6/17 17:24-2022/6/17 17:24,1,  @所有人?温馨提示：疫情反复，沿街楼栋???止快递外卖进出楼道；如有需求，请在小区大门口处自提。谢谢配合！
1,2022/6/17 17:35-2022/6/17 17:37,3,images\[01638]2022-06-17 17-35-26   收到[抱拳]   收到[抱拳]
1,2022/6/17 20:29-2022/6/17 20:49,11,"  @所有人?通知：明天早上暂定7:00小区核酸大筛（具体时间根据医护情况待定），特别提醒，阳过的人员、密接楼栋、48小时内接种过新冠疫苗人员不参加此次大筛！！！
10混管请楼内居民一定听到叫号再下楼，为了自己和他人的安全不要提前下楼掺杂在其他楼里做！！！！
严格遵守“2米线”间距、做好个人防护，做完核酸不要停留，不要随地吐痰！！！
谢谢！[抱拳][抱拳]   收到   收到[抱拳]   收到[合十] images\[01639]2022-06-17 20-33-55   收到[抱拳]   收到   收到   收到[抱拳]   收到   收到"
1,2022/6/18 4:55-2022/6/18 4:55,1,  收到
1,2022/6/18 5:45-2022/6/18 5:45,1,images\[01640]2022-06-18 05-45-04
1,2022/6/18 7:03-2022/6/18 7:03,2,[点击播放语音]   来啦
1,2022/6/18 8:52-2022/6/18 8:52,1,images\[01641]2022-06-18 08-52-29
1,2022/6/19 6:22-2022/6/19 6:22,1,images\[01642]2022-06-19 06-22-00
1,2022/6/19 8:12-2022/6/19 8:12,1,images\[01643]2022-06-19 08-12-09
1,2022/6/19 11:45-2022/6/19 11:46,4,"  ""102阿姨"" 撤回了一条消息 images\[01644]2022-06-19 11-45-46   @所有人?如果没有大筛，那么周二、周四门诊正常哦！   [OK]"
1,2022/6/19 22:21-2022/6/19 22:22,3,"  [转发的网页]   @所有人 各位居民6月21日疫苗接种时间有变动！现更改为6月21日晚18:00-19:30，有需要的居民可携带身份证前往政通路305弄19号建新活动室接种新冠疫苗（一、二、三针皆可），请大家互相转告！

温馨提醒:接种新冠疫苗后48小时内不可做核酸检测！！！   [转发的网页]"
1,2022/6/21 6:03-2022/6/21 6:03,1,images\[01645]2022-06-21 06-03-23
1,2022/6/21 17:29-2022/6/21 17:37,2,"  @所有人?友情提醒：晚上470、305常态化点位（夜场）正常开放，时间为18:00-21:30，请大家按需检测，有序排队，做好防护！
另，排队请往305弄6号处走至小花园检测点入口处。   收到[合十]"
1,2022/6/21 17:59-2022/6/21 17:59,1,  收到[抱拳]
1,2022/6/22 6:05-2022/6/22 6:05,1,images\[01646]2022-06-22 06-05-11
1,2022/6/22 17:41-2022/6/22 17:44,5,  2022年共有产权保障房开始申请。 images\[01647]2022-06-22 17-41-40 images\[01648]2022-06-22 17-41-48 images\[01649]2022-06-22 17-41-56 images\[01650]2022-06-22 17-44-24
1,2022/6/23 18:57-2022/6/23 18:57,1,  [转发的网页]
1,2022/6/23 19:22-2022/6/23 19:22,1,  @所有人?温馨提示：社区医院慢慢恢复常态门诊，小朋友的疫苗接种和儿童体检也恢复了，请有需要的家长们抽空健康云上去预约疫苗接种时间。如果是新生儿，或者疫情期间，在外区接种过的宝宝，健康云上无法预约，请联系许医生预约接种时间，联系电话：18917693613
1,2022/6/24 10:48-2022/6/24 10:48,1,"  @所有人?友情提示：
6月24日下午2:00-3:00在政通路305弄19号建新活动室可接种新冠疫苗（一、二、三针皆可），有需要的居民请带好身份证前往，请大家互相转告！

温馨提醒:接种新冠疫苗后48小时内不可做核酸检测??"
1,2022/6/24 11:09-2022/6/24 11:09,1,  @所有人?补充一下：未成年和境外人士不可接种??
1,2022/6/24 17:37-2022/6/24 17:47,5,"  @所有人?通知：明天早上暂定6:30小区核酸大筛（具体时间根据医护情况待定），特别提醒，阳过的人员、密接楼栋、48小时内接种过新冠疫苗人员不参加此次大筛！！！
10混管请楼内居民一定听到叫号再下楼，为了自己和他人的安全不要提前下楼掺杂在其他楼里做！！！！
严格遵守“2米线”间距、做好个人防护，做完核酸不要停留，不要随地吐痰！！！
谢谢！[抱拳][抱拳]   收到，谢谢[抱拳]   收到，謝謝您关??   收到谢谢   收到[合十]"
1,2022/6/24 18:00-2022/6/24 18:00,1,  谢谢大家支持[握手][握手][握手]
1,2022/6/24 20:52-2022/6/24 20:52,1,images\[00001]2022-06-24 20-52-19
1,2022/6/25 6:28-2022/6/25 6:28,2,[点击播放语音] [点击播放语音]
1,2022/6/25 20:18-2022/6/25 20:20,3,images\[00002]2022-06-25 20-18-23   @所有人?下周小区内的医务站正常开放 需要看病、配药的居民朋友请准备好72小时内核酸 ；看病配药仅上午开放、下午拿药；周三停诊一天 望周知[抱拳]   @所有人?[玫瑰][玫瑰][玫瑰]再次提醒：别忘了健康云预约接种时间，新生儿和预约异常的，与许医生联系[抱拳][抱拳][抱拳]（小朋友核酸无法提供的，请自带抗原，现场检测，无异常后再入院，谢谢大家的配合[抱拳][抱拳][抱拳]）
1,2022/6/25 21:10-2022/6/25 21:15,8,"  请问是哪位好心人帮我拿了快递啊 感谢感谢！      ""102阿姨"" 撤回了一条消息   不谢哈[呲牙]   顺便的   太感谢了 还帮我放在门口了 我在三楼的 还要多上一层   锻炼身体呀[偷笑]   "
1,2022/6/25 22:55-2022/6/25 22:55,1,  @所有人?通知：由于社区医院下周门诊时间安排有误，之前发的通知作废，等社区医院具体时间安排出来后，我会第一时间发群里哦！
1,2022/6/27 8:55-2022/6/27 8:58,4,  @602?请问哪一位不住602了？   姓 胡   好的，谢谢阿姨[抱拳]   没事
1,2022/6/27 10:37-2022/6/27 10:37,1,"  友情提示：
6月27日下午2:00-3:00在政通路305弄19号建新活动室可接种新冠疫苗（一、二、三针皆可），有需要的居民请带好身份证前往，请大家互相转告！

温馨提醒:接种新冠疫苗后48小时内不可做核酸检测！！！"
1,2022/6/27 15:34-2022/6/27 15:41,8,images\[00003]2022-06-27 15-34-19   怎么领[偷笑]   淘宝上面搜 就可以啦   16点开始噢   哦哦 images\[00004]2022-06-27 15-40-41 images\[00005]2022-06-27 15-40-54   知道了
1,2022/6/30 6:03-2022/6/30 6:03,1,images\[00006]2022-06-30 06-03-06
1,2022/6/30 13:20-2022/6/30 13:22,2,"  友情提示：
6月30日晚上18:00-19:00在政通路305弄19号建新活动室可接种新冠疫苗（一、二、三针皆可），有需要的居民请带好身份证前往，请大家互相转告！

温馨提醒:接种新冠疫苗后48小时内不可做核酸检测！！！   温馨提醒：小区内470弄、305弄两个常态化核酸点位每周二、周四晚上18:00-21:30开放，时间已固定无特殊情况群里不再通知。若有变动会及时告知大家，望周知。"
1,2022/7/1 9:11-2022/7/1 9:21,2,images\[00007]2022-07-01 09-11-02   [转发的网页]
1,2022/7/1 10:18-2022/7/1 10:18,1,"  ""503"" 撤回了一条消息"
1,2022/7/1 16:40-2022/7/1 16:48,4,images\[00008]2022-07-01 16-40-08   @所有人?明天大筛，会按照花名册核实信息，为减少不必要的麻烦，请大家一定要参与核酸大筛哦！   知道了[抱拳]   知道了谢谢
1,2022/7/1 17:47-2022/7/1 17:47,1,  
1,2022/7/1 19:38-2022/7/1 19:38,1,  收到了，谢谢您。
1,2022/7/1 20:33-2022/7/1 20:41,7,"  @毛头?我今天刚做过核酸，明天还需要做吗？   @雯雯?还是去做一下吧[偷笑]
  因为是大筛查[玫瑰]   好吧      @雯雯? 明天早上辛苦一下了[抱拳]   没关系的，只是想问问，谢谢啦！   [合十][合十][合十]"
1,2022/7/1 21:53-2022/7/1 21:56,5,  @毛头?阿姐我在金山，今天不回来，明天没法参加大筛哦   好的   你们都不参加吗？   就我一个人在外面   好的
1,2022/7/2 6:25-2022/7/2 6:25,1,  毛头今天上午几点参加，我看到有医生进小区了，等通知下楼吧!。
1,2022/7/2 6:41-2022/7/2 6:43,2,[点击播放语音]   好的
1,2022/7/2 16:45-2022/7/2 17:06,11,"images\[00009]2022-07-02 16-45-36   这件衣服是那位邻居的？掉在拉线上我已拿下来了，请来拿一下   @夕军?好像是我们家阿姨的，前几天晒的衣服吹掉了，找不到了，我下来了，谢谢你   哦那我送上去   不是@友谊?邻居的，我已放二楼的扶拦上了   @夕军?可能是502的   @夕军?也谢谢你的好心   
@夕军? 我跟520说了，她马上回来看看是不是?   @夕军? 我拿下来了
     因为前天502也在找衣服，是她女儿的。   哦，好的"
1,2022/7/2 17:52-2022/7/2 18:04,4,"  @夕军? 也不是502的[捂脸]
  不知是谁的？
     @夕军? 我放回原地了[抱拳]   哦，那就麻烦你先放你那吧，省得我们出去了来拿又拿不到[憨笑]   @夕军?谢谢你哦，不是我家，有你们这样的邻居真好[抱拳]"
1,2022/7/2 18:16-2022/7/2 18:16,1,  没事的，不客气啦[憨笑]
1,2022/7/2 20:39-2022/7/2 20:39,1,"  @所有人?通知：7月3日（明天）上午8:30-9:30（留观至10:00时），在政通路305弄活动室设立社区疫苗接种点，第一、二、三针皆可接种，有需要的居民请带好身份证前往，请大家相互转告！
温馨提醒:接种新冠疫苗后48小时内不可做核酸检测！！！"
1,2022/7/3 11:07-2022/7/3 11:20,7,  @503?你家小朋友现在不住在建新哇？   今天在的，下周去外婆家。   今天一定让他去做核酸哦！[抱拳]   好的   @503? 政通路100弄那里做核酸人不多，还有迪卡侬那里也有一个[抱拳]   好的??   政通路100弄，就是靠近社保中心那里。
1,2022/7/4 19:35-2022/7/4 19:38,5,  请问大家知道小区里哪儿可以给电动车充电嘛      小区对面   出了楼门对面   好的谢谢阿姨 
1,2022/7/4 21:43-2022/7/4 21:46,3,  再请问一下大家知道小区附近最近的修电动车的地方嘛[苦涩][苦涩][苦涩]   明天早上，你到对面250弄去看看，那里有一个修车的。   [爱心][爱心]谢谢阿姨！
1,2022/7/5 14:37-2022/7/5 14:42,4,"  @所有人??
??紧急通知：
受外区疫情影响，今晚全区进行全员核酸筛查，开始时间暂未定。   收到，今天的常态化就取消了咯   还是一样要做核酸的。
    好"
1,2022/7/5 14:57-2022/7/5 15:12,3,  收到   收到，谢谢您。   收到[抱拳]
1,2022/7/5 15:39-2022/7/5 15:39,1,  收到[抱拳]
1,2022/7/5 17:09-2022/7/5 17:09,1,  收到
1,2022/7/5 17:22-2022/7/5 17:22,2,"  1号楼居民: 
  医生大概7点左右来[抱拳]   好滴"
1,2022/7/5 17:38-2022/7/5 17:38,1,  
1,2022/7/5 18:18-2022/7/5 18:49,12,  @所有人?今天下午做过核酸的可以不参加今晚大筛，但是要截屏法楼栋群里哦！   公司旁边的核酸点关闭了[捂脸] 还是得回来做大筛   哦哦   医生要7点左右到   @毛头?我今天刚做了核酸。 images\[00010]2022-07-05 18-27-36   晚上就不用再做了吧 images\[00011]2022-07-05 18-28-34 images\[00012]2022-07-05 18-30-09   收到 [点击播放语音] [点击播放语音]
1,2022/7/5 22:49-2022/7/5 23:21,25,"[点击播放语音]   封多久 [点击播放语音]   为什么啊？ 有密接吗？   封几天啊？   阿姨说先48小时   为啥要封楼啊？不说原因有点孩怕?? [点击播放语音]   ""401室"" 撤回了一条消息   哦哦没事的，密接也没办法的，我们就乖乖关2天吧   希望她也没事不要被感染   嗯嗯 知道是什么原因就放下心了 密接应该没啥事的 [点击播放语音] [点击播放语音]   对的，只要出门都有可能的密接的。 [点击播放语音]   理解的，不要有负担   星期四是不是白天要停水啊？   没事的；不要有负担 images\[00013]2022-07-05 23-11-42   提醒大家 呆在家里要提前屯点水 [点击播放语音]   两天居家隔离结束了之后能出门了，是不是就能去公共场合啦？   [转发的网页] images\[00014]2022-07-05 23-21-47"
1,2022/7/6 5:19-2022/7/6 5:19,1,  我们楼被封了，真的是一夜暒来，变了，说密接者被拉走了
1,2022/7/6 6:26-2022/7/6 6:36,4,"  夏意浓，情如风，邻里牵挂在心中，一声问候轻轻送，疫情期间多保重。早上好[太阳]   ""友谊"" 撤回了一条消息      "
1,2022/7/6 7:10-2022/7/6 7:10,1,  
1,2022/7/6 10:43-2022/7/6 10:45,8,"  ""102阿姨"" 撤回了一条消息 [点击播放语音] [点击播放语音]   停水是几点到几点呀 [点击播放语音]   谢谢楼组长   欧 这么久[苦涩]好的 谢谢楼组长   好滴好滴"
1,2022/7/6 10:57-2022/7/6 10:57,1,  谢谢楼组长，您们辛苦了为居民核酸站在苐一线今天又为一号居民宣传工作，守护家门。谢谢您为民服务的精神是我们学习榜样。谢谢您楼组长您辛苦了，我们1号楼居民忠心感谢??不忘初心使命精神让我们居民安全忎，幸福??
