School_code,AgeID,School_name,Street,Town_suburb,Postcode,Phone,School_Email,Website,Fax,latest_year_enrolment_FTE,Indigenous_pct,LBOTE_pct,ICSEA_value,Level_of_schooling,Selective_school,Opportunity_class,School_specialty_type,School_subtype,Support_classes,Preschool_ind,Distance_education,Intensive_english_centre,School_gender,Late_opening_school,Date_1st_teacher,LGA,electorate_from_2023,electorate_2015_2022,Fed_electorate,Operational_directorate,Principal_network,Operational_directorate_office,Operational_directorate_office_phone,Operational_directorate_office_address,FACS_district,Local_health_district,AECG_region,ASGS_remoteness,Latitude,Longitude,Assets unit,SA4,Date_extracted
4180,49975,Berkeley West Public School,Nolan St,Berkeley ,2506,4271 1478,berkeleyw-p.school@det.nsw.edu.au,https://berkeleyw-p.schools.nsw.gov.au,4271 5334,168.0,28.0,8.0,888,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1959-01-01,Wollongong (C),Wollongong,Wollongong,Whitlam,Regional South,Lake Illawarra North,Warilla,4267 6100,"30 Oldfield St, Warilla 2528",Illawarra Shoalhaven & Southern NSW,Illawarra Shoalhaven,Upper South Coast,Major Cities of Australia,-34.475497,150.841,Southern NSW,Illawarra,2023-08-22
4183,48730,Budgewoi Public School,Lukela Ave,Budgewoi,2262,4390 9166,budgewoi-p.school@det.nsw.edu.au,https://budgewoi-p.schools.nsw.gov.au,4399 1958,552.0,16.0,5.0,945,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1961-01-01,Central Coast (C),Swansea,Swansea,Shortland,Regional North,Tuggerah Lakes,Tuggerah,4348 9100,"14 Pioneer Ave, Tuggerah 2259",Hunter New England & Central Coast,Central Coast,Central Coast,Major Cities of Australia,-33.225718,151.549312,Hunter/Central Coast,Central Coast,2023-08-22
4184,49767,Lennox Head Public School,25 Byron Street,Lennox Head,2478,6687 7230,lennoxhead-p.school@det.nsw.edu.au,https://lennoxhead-p.schools.nsw.gov.au,6687 7082,492.0,4.0,13.0,1062,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1882-01-01,Ballina (A),Ballina,Ballina,Richmond,Rural North,Lennox Coast,Goonellabah,6623 5900,"610 Ballina Rd, Goonellabah 2480",Mid North Coast & Northern NSW,Northern NSW,Upper North Coast,Inner Regional Australia,-28.794377,153.590695,North Coast,Richmond - Tweed,2023-08-22
4185,48955,Valentine Public School,2 Tallawalla Road,VALENTINE,2280,4942 8211,valentine-p.school@det.nsw.edu.au,https://valentine-p.schools.nsw.gov.au,4942 8438,572.0,3.0,5.0,1073,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1958-01-01,Lake Macquarie (C),Swansea,Swansea,Shortland,Regional North,Lake Macquarie East,Gateshead West,4088 3518,"40-44 Coral Cr, Gateshead West 2290",Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-33.009147,151.642517,Hunter/Central Coast,Newcastle and Lake Macquarie,2023-08-22
4190,50883,Black Springs Public School,Avoca St,Black Springs,2787,6335 8155,blacksprin-p.school@det.nsw.edu.au,https://blacksprin-p.schools.nsw.gov.au,6335 8178,7.0,0.0,0.0,927,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1881-04-01,Oberon (A),Bathurst,Bathurst,Calare,Regional North and West,Bathurst,Bathurst,02 6334 8200,"Cnr George and Rocket St, Bathurst 2795","Murrumbidgee, Far West & Western NSW",Western NSW,Western 1,Inner Regional Australia,-33.845694,149.741982,North Western NSW,Central West,2023-08-22
4191,47820,Lalor Park Public School,Heffron Rd,Lalor Park ,2147,9624 4808,lalorpark-p.school@det.nsw.edu.au,https://lalorpark-p.schools.nsw.gov.au,9838 7651,159.0,16.0,38.0,923,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Y,N,N,Coed,N,1959-01-01,Blacktown (C),Winston Hills,Blacktown,Greenway,Metropolitan South and West,Bungarribee,Nirimba,9208 7611,"Building T3C, Nirimba Education Precinct, Eastern Rd, Quakers Hill 2763",Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.760504,150.93125,Western Sydney,Sydney - Blacktown,2023-08-22
4192,47821,Bert Oldfield Public School,Oldfield Rd,Seven Hills,2147,9622 2122,bertoldfie-p.school@det.nsw.edu.au,https://bertoldfie-p.schools.nsw.gov.au,9621 2521,240.0,np,74.0,1034,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1959-01-01,Blacktown (C),Prospect,Seven Hills,Greenway,Metropolitan South and West,Bungarribee,Nirimba,9208 7611,"Building T3C, Nirimba Education Precinct, Eastern Rd, Quakers Hill 2763",Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.777505,150.924537,Western Sydney,Sydney - Blacktown,2023-08-22
4193,47830,Blacktown South Public School,183 Flushcombe Rd,Blacktown ,2148,9622 2449,blacktowns-p.school@det.nsw.edu.au,https://blacktowns-p.schools.nsw.gov.au,9831 2379,1045.0,3.0,82.0,1048,Primary School,Not Selective,Y,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1959-05-01,Blacktown (C),Blacktown,Blacktown,Greenway,Metropolitan South and West,Bungarribee,Nirimba,9208 7611,"Building T3C, Nirimba Education Precinct, Eastern Rd, Quakers Hill 2763",Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.780193,150.905175,Western Sydney,Sydney - Blacktown,2023-08-22
4194,49048,Charlestown East Public School,James St,Charlestown ,2290,4943 5173,charlestoe-p.school@det.nsw.edu.au,https://charlestoe-p.schools.nsw.gov.au,4942 2575,336.0,7.0,5.0,1039,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1959-09-01,Lake Macquarie (C),Charlestown,Charlestown,Shortland,Regional North,Glenrock,Gateshead West,4088 3518,"40-44 Coral Cr, Gateshead West 2290",Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.971176,151.704693,Hunter/Central Coast,Newcastle and Lake Macquarie,2023-08-22
4195,50841,Warrimoo Public School,Florabella St,Warrimoo ,2774,4753 6182,warrimoo-p.school@det.nsw.edu.au,https://warrimoo-p.schools.nsw.gov.au,4753 6898,165.0,7.0,7.0,1083,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1942-06-01,Blue Mountains (C),Blue Mountains,Blue Mountains,Macquarie,Regional North,Blue Mountains,Nirimba,9208 7611,"Building T3C, Nirimba Education Precinct, Eastern Rd, Quakers Hill 2763",Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.728056,150.600217,Western Sydney,Sydney - Outer West and Blue Mountains,2023-08-22
4196,49622,Kempsey South Public School,21 Queen St,Kempsey ,2440,6562 7033,kempseysth-p.school@det.nsw.edu.au,https://kempseysth-p.schools.nsw.gov.au,6562 7645,123.0,62.0,np,751,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1960-01-01,Kempsey (A),Oxley,Oxley,Cowper,Connected Communities,Connected Communities Team 2,Batemans Bay,4475 3333Â,"30B Orient St, Batemans Bay 2536",Mid North Coast & Northern NSW,Mid North Coast,Lower North Coast,Inner Regional Australia,-31.094959,152.829888,North Coast,Mid North Coast,2023-08-22
4197,48956,Blacksmiths Public School,Amaroo St,Blacksmiths,2281,4971 1519,blacksmith-p.school@det.nsw.edu.au,https://blacksmith-p.schools.nsw.gov.au,4972 1407,99.0,22.0,np,976,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1962-01-01,Lake Macquarie (C),Swansea,Swansea,Shortland,Regional North,Lake Macquarie East,Gateshead West,4088 3518,"40-44 Coral Cr, Gateshead West 2290",Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-33.071303,151.654011,Hunter/Central Coast,Newcastle and Lake Macquarie,2023-08-22
4198,48533,Casula Public School,De Meyrick Ave,Casula ,2170,9602 3170,casula-p.school@det.nsw.edu.au,https://casula-p.schools.nsw.gov.au,9821 1020,833.0,3.0,81.0,973,Primary School,Not Selective,Y,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1959-05-01,Liverpool (C),Holsworthy,Holsworthy,Werriwa,Metropolitan South and West,Glenfield,Glenfield,9203 9900,"Roy Watts Rd, Glenfield 2167",South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.944218,150.9092,South Western Sydney,Sydney - South West,2023-08-22
4199,47711,Elanora Heights Public School,43 Elanora Road,Elanora Heights ,2101,9913 7283,elanorahts-p.school@det.nsw.edu.au,https://elanorahts-p.schools.nsw.gov.au,9913 3749,486.0,3.0,13.0,1090,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1960-01-01,Northern Beaches (A),Pittwater,Pittwater,Mackellar,Metropolitan North,Pittwater,Dee Why,9982 0500,"72 Fisher Rd, Dee Why 2099","South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.703672,151.284751,Northern Sydney,Sydney - Northern Beaches,2023-08-22
4200,47706,Allambie Heights Public School,165 Allambie Road,ALLAMBIE HEIGHTS,2100,9451 5440,allambieht-p.school@det.nsw.edu.au,https://allambieht-p.schools.nsw.gov.au,9975 5046,488.0,np,17.0,1124,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1959-05-01,Northern Beaches (A),Wakehurst,Wakehurst,Warringah,Metropolitan North,The Forest,Dee Why,9982 0500,"72 Fisher Rd, Dee Why 2099","South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.76615,151.249208,Northern Sydney,Sydney - Northern Beaches,2023-08-22
4203,49038,Kotara South Public School,150 Rae Crescent,KOTARA SOUTH,2289,4957 5319,kotarasth-p.school@det.nsw.edu.au,https://kotarasth-p.schools.nsw.gov.au,4956 2203,340.0,5.0,13.0,1070,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1959-10-01,Newcastle (C),Charlestown,Charlestown,Newcastle,Regional North,Glenrock,Gateshead West,4088 3518,"40-44 Coral Cr, Gateshead West 2290",Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.946528,151.694255,Hunter/Central Coast,Newcastle and Lake Macquarie,2023-08-22
4204,51095,Parkes East Public School,1-3 Thornbury St,Parkes ,2870,6862 2021,parkeseast-p.school@det.nsw.edu.au,https://parkeseast-p.schools.nsw.gov.au,6862 5270,330.0,22.0,5.0,941,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1962-01-01,Parkes (A),Orange,Orange,Riverina,Rural South and West,Mitchell,Dubbo,02 6883 6300,"Level 2, 37 Carrington Ave, Dubbo 2830","Murrumbidgee, Far West & Western NSW",Western NSW,Western 1,Outer Regional Australia,-33.136054,148.190215,North Western NSW,Central West,2023-08-22
4205,50773,St Marys North Public School,24-40 Willow Road,North St Marys,2760,9623 1443,stmarysnth-p.school@det.nsw.edu.au,https://stmarysnth-p.schools.nsw.gov.au,9833 1283,377.0,29.0,24.0,872,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1960-01-01,Penrith (C),Londonderry,Londonderry,Lindsay,Metropolitan South and West,Eastern Creek,Nirimba,9208 7611,"Building T3C, Nirimba Education Precinct, Eastern Rd, Quakers Hill 2763",Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.756231,150.782596,Western Sydney,Sydney - Outer West and Blue Mountains,2023-08-22
4206,45542,Biddabah Public School,Medcalf St,Warners Bay ,2282,4954 6058,biddabah-p.school@det.nsw.edu.au,https://biddabah-p.schools.nsw.gov.au,4956 6780,336.0,4.0,10.0,1061,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1959-01-01,Lake Macquarie (C),Lake Macquarie,Lake Macquarie,Shortland,Regional North,Lake Macquarie North,Gateshead West,4088 3518,"40-44 Coral Cr, Gateshead West 2290",Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.966054,151.641812,Hunter/Central Coast,Newcastle and Lake Macquarie,2023-08-22
4207,46128,Glendale East Public School,8 Margot Ave,Glendale ,2285,4954 9551,glendalee-p.school@det.nsw.edu.au,https://glendalee-p.schools.nsw.gov.au,4956 6248,237.0,23.0,7.0,937,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1959-01-01,Lake Macquarie (C),Wallsend,Wallsend,Hunter,Regional North,Lake Macquarie North,Gateshead West,4088 3518,"40-44 Coral Cr, Gateshead West 2290",Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.927568,151.65441,Hunter/Central Coast,Newcastle and Lake Macquarie,2023-08-22
4208,48972,Fennell Bay Public School,Bay Rd,Fennell Bay ,2283,4959 2264,fennellbay-p.school@det.nsw.edu.au,https://fennellbay-p.schools.nsw.gov.au,4950 4439,159.0,35.0,10.0,885,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1959-09-01,Lake Macquarie (C),Lake Macquarie,Lake Macquarie,Hunter,Regional North,Lake Macquarie West,Gateshead West,4088 3518,"40-44 Coral Cr, Gateshead West 2290",Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.991749,151.601866,Hunter/Central Coast,Newcastle and Lake Macquarie,2023-08-22
4209,50526,Temora West Public School,Truskett St,Temora ,2666,6977 1889,temorawest-p.school@det.nsw.edu.au,https://temorawest-p.schools.nsw.gov.au,6977 1376,102.0,10.0,8.0,944,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1959-01-01,Temora (A),Cootamundra,Cootamundra,Riverina,Rural South and West,Temora,Wagga Wagga,02 6937 3800,"Level 4, 76 Morgan St, Wagga Wagga 2650","Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1,Outer Regional Australia,-34.451303,147.523536,Southern NSW,Riverina,2023-08-22
4210,48542,Mount Pritchard East Public School,Townview Rd,Mount Pritchard ,2170,9602 6453,mtpritche-p.school@det.nsw.edu.au,https://mtpritche-p.schools.nsw.gov.au,9821 1473,230.0,9.0,69.0,920,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1960-01-01,Fairfield (C),Cabramatta,Cabramatta,Fowler,Metropolitan South and West,Liverpool,Glenfield,9203 9900,"Roy Watts Rd, Glenfield 2167",South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.905097,150.912044,South Western Sydney,Sydney - South West,2023-08-22
4212,55298,Quakers Hill East Public School,14 Chase Drive,Acacia Gardens ,2763,9626 9264,quakershie-p.school@det.nsw.edu.au,https://quakershie-p.schools.nsw.gov.au,9837 1158,719.0,1.0,70.0,1092,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1959-01-01,Blacktown (C),Riverstone,Riverstone,Greenway,Metropolitan North,Quakers Hill,Nirimba,9208 7611,"Building T3C, Nirimba Education Precinct, Eastern Rd, Quakers Hill 2763",Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.732484,150.914359,Western Sydney,Sydney - Blacktown,2023-08-22
4214,50550,Narrandera East Infants School,Elizabeth St,Narrandera ,2700,6959 1858,narrandere-p.school@det.nsw.edu.au,https://narrandere-p.schools.nsw.gov.au,6959 1756,43.0,16.0,17.0,928,Infants School,Not Selective,N,Comprehensive,Kinder to Year 2,,N,N,N,Coed,N,1960-01-01,Narrandera (A),Cootamundra,Cootamundra,Farrer,Rural South and West,Narrandera,Wagga Wagga,02 6937 3800,"Level 4, 76 Morgan St, Wagga Wagga 2650","Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1,Outer Regional Australia,-34.750279,146.565792,Southern NSW,Riverina,2023-08-22
4215,50485,Mount Austin Public School,Bourke St,Mount Austin ,2650,6925 2481,mtaustin-p.school@det.nsw.edu.au,https://mtaustin-p.schools.nsw.gov.au,6925 3974,236.0,28.0,28.0,803,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1959-01-01,Wagga Wagga (C),Wagga Wagga,Wagga Wagga,Riverina,Rural South and West,Wagga Wagga,Wagga Wagga,02 6937 3800,"Level 4, 76 Morgan St, Wagga Wagga 2650","Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1,Inner Regional Australia,-35.135621,147.35123,Southern NSW,Riverina,2023-08-22
4217,48555,Banksia Road Public School,65 Banksia Rd,Greenacre ,2190,9707 3423,banksiard-p.school@det.nsw.edu.au,https://banksiard-p.schools.nsw.gov.au,9790 5607,562.0,np,94.0,966,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1959-01-01,Canterbury-Bankstown (A),Bankstown,Lakemba,Watson,Metropolitan South,Chullora,St Peters,9582 5800,"Church St, St Peters 2044",South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.906898,151.05011,South Western Sydney,Sydney - Inner South West,2023-08-22
4218,48677,Gosford East Public School,Cnr York & Webb Sts,EAST GOSFORD,2250,4325 2178,gosfordest-p.school@det.nsw.edu.au,https://gosfordest-p.schools.nsw.gov.au,4323 6930,319.0,9.0,20.0,1034,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1960-10-01,Central Coast (C),Gosford,Gosford,Robertson,Regional North,Central Coast,Tuggerah,4348 9100,"14 Pioneer Ave, Tuggerah 2259",Hunter New England & Central Coast,Central Coast,Central Coast,Major Cities of Australia,-33.437558,151.348883,Hunter/Central Coast,Central Coast,2023-08-22
4221,48661,Loftus Public School,Tenth Ave,Loftus ,2232,9521 1066,loftus-p.school@det.nsw.edu.au,https://loftus-p.schools.nsw.gov.au,9545 3459,375.0,5.0,12.0,1075,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1959-01-01,Sutherland Shire (A),Heathcote,Heathcote,Hughes,Metropolitan South and West,Woronora River,Miranda,9531 3900,"Cnr Kingsway and Sylva St, Miranda 1490","South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-34.046979,151.048886,Sydney,Sydney - Sutherland,2023-08-22
4222,47803,Darcy Road Public School,98A Darcy Road,WENTWORTHVILLE,2145,9631 3067,darcyroad-p.school@det.nsw.edu.au,https://darcyroad-p.schools.nsw.gov.au,9896 3372,675.0,np,96.0,1126,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1955-02-01,Parramatta (C),Winston Hills,Seven Hills,Parramatta,Metropolitan South,Girraween,Nirimba,9208 7611,"Building T3C, Nirimba Education Precinct, Eastern Rd, Quakers Hill 2763",Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.801954,150.96599,Western Sydney,Sydney - Parramatta,2023-08-22
4225,49502,Tulloona Public School,Limebon Road,Tulloona,2400,6754 7160,tulloona-p.school@det.nsw.edu.au,https://tulloona-p.schools.nsw.gov.au,6754 7180,6.0,100.0,0.0,,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,Y,1959-01-01,Moree Plains (A),Northern Tablelands,Northern Tablelands,Parkes,Rural North,Barwon,Moree,6757 3000,"66-68 Frome St, Moree 2400",Hunter New England & Central Coast,Hunter New England,North Western 1,Outer Regional Australia,-28.868872,150.1013,North Western NSW,New England and North West,2023-08-22
4228,49498,Bullarah Public School,6915 Gwydir Highway,BULLARAH,2400,6753 3111,bullarah-p.school@det.nsw.edu.au,https://bullarah-p.schools.nsw.gov.au,6753 3103,9.0,np,0.0,930,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,Y,1959-01-01,Moree Plains (A),Northern Tablelands,Northern Tablelands,Parkes,Rural North,Barwon,Moree,6757 3000,"66-68 Frome St, Moree 2400",Hunter New England & Central Coast,Hunter New England,North Western 1,Remote Australia,-29.470905,149.228908,North Western NSW,New England and North West,2023-08-22
4230,48653,Laguna Street Public School,204 Caringbah Road,Caringbah ,2229,9524 3752,lagunastr-p.school@det.nsw.edu.au,https://lagunastr-p.schools.nsw.gov.au,9540 3031,464.0,4.0,17.0,1087,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1960-05-01,Sutherland Shire (A),Cronulla,Cronulla,Cook,Metropolitan South and West,Port Hacking,Miranda,9531 3900,"Cnr Kingsway and Sylva St, Miranda 1490","South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-34.04634,151.11285,Sydney,Sydney - Sutherland,2023-08-22
4232,51113,Morgan Street Public School,482 Morgan St,Broken Hill ,2880,08 8087 5155,morganst-p.school@det.nsw.edu.au,https://morganst-p.schools.nsw.gov.au,08 8087 3729,294.0,11.0,7.0,969,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,Y,1917-01-01,Broken Hill (C),Barwon,Barwon,Parkes,Rural South and West,Far West,Broken Hill,08 8082 5700,"1A Wentworth Rd, Broken Hill 2880","Murrumbidgee, Far West & Western NSW",Far West,Western 3,Outer Regional Australia,-31.941471,141.460807,North Western NSW,Far West and Orana,2023-08-22
4233,51114,Railway Town Public School,102-106 Wills Street,Broken Hill,2880,08 8087 3008,railwaytow-p.school@det.nsw.edu.au,https://railwaytow-p.schools.nsw.gov.au,,119.0,30.0,6.0,849,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,Y,1914-01-01,Broken Hill (C),Barwon,Barwon,Parkes,Rural South and West,Far West,Broken Hill,08 8082 5700,"1A Wentworth Rd, Broken Hill 2880","Murrumbidgee, Far West & Western NSW",Far West,Western 3,Outer Regional Australia,-31.970615,141.43997,North Western NSW,Far West and Orana,2023-08-22
