类别,行政区,点评数,口味,环境,服务,人均消费,城市,Lng,Lat
快餐, 徐汇区,1977,7.4,7.2,7.2,41,上海市,121.4537465,31.21860769
浙菜, 徐汇区,8795,8.9,9.1,8.9,119,上海市,121.4537408,31.20370384
甜点, 徐汇区,55,7,6.8,6.9,11,上海市,121.4537408,31.20370384
甜点, 徐汇区,127,8.1,8.4,8.3,37,上海市,121.453735,31.21284142
快餐, 徐汇区,2868,7.3,7.3,7.2,67,上海市,121.4537215,31.2174062
咖啡厅, 卢湾区,19,7,7.1,7,28,上海市,121.4537014,31.21870954
咖啡厅, 卢湾区,129,8,8.6,8.5,54,上海市,121.4536961,31.22155218
快餐, 闸北区,29,8.2,8.4,8,21,上海市,121.4536858,31.28255212
甜点, 闸北区,2,6.9,6.7,6.9,22,上海市,121.4536858,31.28255212
本菜, 卢湾区,421,7.9,6.4,7.3,131,上海市,121.4536901,31.22208892
甜点, 徐汇区,2715,8.3,8.1,7.9,55,上海市,121.4536824,31.21732515
甜点, 徐汇区,953,8.2,8.1,7.6,85,上海市,121.4536824,31.21732515
咖啡厅, 徐汇区,411,8.1,7.9,7.9,34,上海市,121.4536824,31.21732515
甜点, 徐汇区,834,7.4,7.5,7.3,33,上海市,121.4536824,31.21732515
咖啡厅, 徐汇区,205,8,7.8,8,36,上海市,121.4536824,31.21732515
快餐, 徐汇区,605,7.2,6,6.8,3,上海市,121.4536825,31.20521597
甜点, 徐汇区,18,6.7,7,6.8,22,上海市,121.4536825,31.20521597
甜点, 静安区,343,8.2,7.4,7.1,47,上海市,121.4536712,31.2312376
甜点, 静安区,236,8,7.7,7.5,45,上海市,121.4536632,31.23120759
粤菜, 闸北区,2317,7.7,7.8,7.6,78,上海市,121.4536564,31.29825569
粤菜, 静安区,10,7.4,6.8,7.3,21,上海市,121.4536624,31.22829195
火锅, 闸北区,853,7.9,7.9,8.1,112,上海市,121.4536564,31.29825569
快餐, 静安区,68,6.4,6.4,6.3,33,上海市,121.4536624,31.22829195
咖啡厅, 闸北区,193,8.1,8,7.7,34,上海市,121.4536564,31.29825569
甜点, 闸北区,153,7.5,7.5,7.3,18,上海市,121.4536564,31.29825569
甜点, 静安区,41,7.1,7,7.1,25,上海市,121.4536624,31.22829195
火锅, 闸北区,4220,9.1,9,8.9,137,上海市,121.4536564,31.29825569
火锅, 闸北区,547,8.7,8.6,8.7,86,上海市,121.4536564,31.29825569
海鲜, 闸北区,889,7.8,7.7,7.9,153,上海市,121.4536564,31.29825569
快餐, 闸北区,43,7.2,7.2,7.2,17,上海市,121.4536564,31.29825569
本菜, 闸北区,261,6.8,7.5,7.2,56,上海市,121.4536564,31.29825569
甜点, 闸北区,1172,8,8.3,8.4,24,上海市,121.4536564,31.29825569
甜点, 闸北区,154,7.1,7.2,7,20,上海市,121.4536564,31.29825569
甜点, 闸北区,30,6.8,6.9,6.6,15,上海市,121.4536564,31.29825569
咖啡厅, 闸北区,133,7.3,8.2,7.2,53,上海市,121.4536564,31.29825569
疆菜, 闸北区,467,7.7,8.3,7.9,91,上海市,121.4536564,31.29825569
火锅, 闸北区,555,7.6,7,7.2,58,上海市,121.4536474,31.25143238
快餐, 闸北区,33,7.1,7,7,19,上海市,121.4536474,31.25143238
快餐, 闸北区,15,7.1,7.1,6.9,25,上海市,121.4536474,31.25143238
快餐, 徐汇区,14,7.4,6.9,7.1,20,上海市,121.4536476,31.2149672
甜点, 徐汇区,3980,7.7,8,7.9,82,上海市,121.4536424,31.21634953
美食, 闵行区,15,7.2,7.1,7,45,上海市,121.4536337,31.03762262
快餐, 闸北区,838,7.6,7.7,7.5,26,上海市,121.4536074,31.2614069
火锅, 闵行区,651,7.5,7.5,7.4,79,上海市,121.4536132,31.0436031
快餐, 徐汇区,30,7.2,6.8,7.1,6,上海市,121.4535913,31.21641038
西餐, 闸北区,60,8.7,8.6,8.8,32,上海市,121.4535889,31.2435038
甜点, 闸北区,218,8.3,8.8,8.6,29,上海市,121.4535889,31.2435038
美食, 徐汇区,182,8.4,7.5,8.5,89,上海市,121.4535918,31.19853603
快餐, 徐汇区,12,7.3,7.3,7.3,16,上海市,121.4535918,31.19853603
西餐, 徐汇区,225,7.7,7.6,7.8,96,上海市,121.4535796,31.21269912
西餐, 卢湾区,100,7.3,7.5,7.6,167,上海市,121.4535757,31.22275334
快餐, 徐汇区,5,7.1,7,7,87,上海市,121.453571,31.21848235
川菜, 徐汇区,14,6.8,6.5,6.4,87,上海市,121.4535632,31.21647428
浙菜, 徐汇区,2762,8.3,8.8,8.2,110,上海市,121.4535646,31.18836401
浙菜, 徐汇区,258,8.4,8.8,8.4,130,上海市,121.4535646,31.18836401
川菜, 徐汇区,4183,8,8.2,8,100,上海市,121.4535646,31.18836401
川菜, 徐汇区,921,7.9,8,7.8,73,上海市,121.4535646,31.18836401
川菜, 徐汇区,201,7.6,7.7,7.7,61,上海市,121.4535646,31.18836401
川菜, 徐汇区,29,7.3,7.3,7.1,108,上海市,121.4535646,31.18836401
川菜, 徐汇区,176,7.6,7.7,7.9,37,上海市,121.4535646,31.18836401
粤菜, 徐汇区,1191,8.1,7.8,7.6,87,上海市,121.4535646,31.18836401
粤菜, 徐汇区,224,7.5,7.8,7.5,85,上海市,121.4535646,31.18836401
粤菜, 徐汇区,3047,7.3,7.3,6.6,94,上海市,121.4535646,31.18836401
粤菜, 徐汇区,493,7.2,7.8,7.6,64,上海市,121.4535646,31.18836401
素菜, 徐汇区,2138,9,9.1,9.1,104,上海市,121.4535646,31.18836401
火锅, 徐汇区,1828,7.8,7.8,7.5,165,上海市,121.4535646,31.18836401
火锅, 徐汇区,732,8,8.1,7.8,71,上海市,121.4535646,31.18836401
火锅, 徐汇区,61,7.3,7.3,7.3,26,上海市,121.4535646,31.18836401
快餐, 徐汇区,99,8.1,8.5,8,16,上海市,121.4535646,31.18836401
快餐, 徐汇区,117,7.8,8.2,8.3,47,上海市,121.4535646,31.18836401
快餐, 徐汇区,83,7.4,7.6,7.5,27,上海市,121.4535646,31.18836401
快餐, 徐汇区,246,7.3,7.7,7.2,33,上海市,121.4535646,31.18836401
快餐, 徐汇区,691,7.5,7.1,7.2,44,上海市,121.4535646,31.18836401
快餐, 徐汇区,182,7.6,7.7,7.9,22,上海市,121.4535646,31.18836401
快餐, 徐汇区,1433,7.3,7.4,7.4,47,上海市,121.4535646,31.18836401
快餐, 徐汇区,148,7.2,7.2,7.2,15,上海市,121.4535646,31.18836401
快餐, 徐汇区,87,7.2,7.2,7.1,23,上海市,121.4535646,31.18836401
快餐, 徐汇区,145,7.1,7.1,7.1,29,上海市,121.4535646,31.18836401
本菜, 徐汇区,1817,7.8,8.4,8.2,82,上海市,121.4535646,31.18836401
亚菜, 徐汇区,3227,8.6,8.9,8.6,107,上海市,121.4535646,31.18836401
西餐, 徐汇区,383,8.7,9,9.1,120,上海市,121.4535646,31.18836401
西餐, 徐汇区,1192,7.9,8.6,8.4,147,上海市,121.4535646,31.18836401
西餐, 徐汇区,136,7.9,7.7,8.3,83,上海市,121.4535646,31.18836401
西餐, 徐汇区,556,7.7,7.5,7.2,41,上海市,121.4535646,31.18836401
西餐, 徐汇区,407,8.2,8.8,8.5,128,上海市,121.4535646,31.18836401
甜点, 徐汇区,34,7.5,7.9,8.1,16,上海市,121.4535646,31.18836401
甜点, 徐汇区,444,8.1,8.3,7.9,27,上海市,121.4535646,31.18836401
甜点, 徐汇区,1600,8.3,8.3,8.1,41,上海市,121.4535646,31.18836401
咖啡厅, 徐汇区,594,7.7,7.8,7.5,43,上海市,121.4535646,31.18836401
甜点, 徐汇区,25,7.6,8.2,8.1,14,上海市,121.4535646,31.18836401
甜点, 徐汇区,32,7.4,7.4,7,20,上海市,121.4535646,31.18836401
甜点, 徐汇区,98,7.3,7.1,6.9,15,上海市,121.4535646,31.18836401
美食, 徐汇区,3266,7.9,7.5,7.8,58,上海市,121.4535646,31.18836401
咖啡厅, 徐汇区,28,7,7.1,6.9,32,上海市,121.4535646,31.18836401
咖啡厅, 徐汇区,56,7,7.1,7.3,20,上海市,121.4535646,31.18836401
北菜, 徐汇区,586,9,9.1,9.1,90,上海市,121.4535646,31.18836401
粤菜, 静安区,594,7.2,7.9,7.5,68,上海市,121.4535559,31.2308645
甜点, 静安区,5059,7.5,7.1,6.8,45,上海市,121.4535559,31.2308645
咖啡厅, 静安区,119,8.2,7.7,8,27,上海市,121.4535559,31.2308645
甜点, 静安区,1380,7.8,7.5,7.7,19,上海市,121.4535481,31.2282587
西餐, 浦东新区,70,7.5,7.6,7.8,84,上海市,121.4535486,31.22323605
甜点, 闸北区,21,7.3,7,7.4,21,上海市,121.4535239,31.25372808
北菜, 闸北区,0,0,0,0,60,上海市,121.4535207,31.26681437
快餐, 徐汇区,27,7.3,7.5,7.4,23,上海市,121.4535261,31.19279871
浙菜, 闵行区,613,7.9,7.7,7.4,81,上海市,121.453537,31.04348999
甜点, 徐汇区,7,7.3,7.2,7.3,22,上海市,121.4535201,31.19293563
快餐, 静安区,71,7,6.8,6.8,19,上海市,121.4535154,31.23596606
快餐, 徐汇区,27,6.6,6.4,6.3,10,上海市,121.4535139,31.21844823
快餐, 徐汇区,228,7.4,7.2,7.1,37,上海市,121.4535139,31.21844823
咖啡厅, 徐汇区,195,8.4,8.4,8.9,20,上海市,121.4535047,31.20898674
甜点, 徐汇区,94,8.2,8.3,8.5,42,上海市,121.4534874,31.18843379
甜点, 徐汇区,321,7.7,8.8,8.8,56,上海市,121.4534823,31.2129078
快餐, 闸北区,5,7.4,7.2,7.4,15,上海市,121.4534735,31.25598896
甜点, 徐汇区,352,7.4,7.6,7.3,21,上海市,121.4534718,31.21842115
川菜, 闵行区,88,7.1,6.8,6.9,31,上海市,121.4534773,31.03761027
本菜, 徐汇区,293,7.4,7.5,7.7,57,上海市,121.4534602,31.20100651
粤菜, 闸北区,1532,7.3,7.6,7.3,88,上海市,121.4534533,31.25856179
咖啡厅, 卢湾区,2276,7.2,7.6,7.1,97,上海市,121.4534543,31.22321784
湘菜, 闸北区,9,6.7,6.6,6.6,26,上海市,121.4534504,31.24552956
烧烤, 徐汇区,56,7.6,7,7.4,25,上海市,121.4534484,31.21062182
快餐, 徐汇区,18,7.9,7.1,7.6,6,上海市,121.4534464,31.2106468
快餐, 徐汇区,2485,7.1,6,6.1,18,上海市,121.4534464,31.2106468
美食, 徐汇区,390,7.4,6,6.4,17,上海市,121.4534464,31.2106468
浙菜, 徐汇区,4992,8.4,8.7,8.6,108,上海市,121.4534432,31.18905338
甜点, 徐汇区,19,6.9,6.9,7,10,上海市,121.4534307,31.21804623
咖啡厅, 徐汇区,759,8.5,8,8.6,39,上海市,121.4534311,31.21293767
快餐, 静安区,4246,8.3,7,7.5,15,上海市,121.4534258,31.22822843
快餐, 徐汇区,171,8.1,7.5,7.9,10,上海市,121.4534164,31.22076091
甜点, 徐汇区,292,7.8,8.5,8.2,80,上海市,121.4534171,31.21270075
浙菜, 徐汇区,6576,8.4,8.4,8.5,113,上海市,121.4534137,31.2174025
浙菜, 徐汇区,10414,7.6,8.1,8,91,上海市,121.4534137,31.2174025
粤菜, 徐汇区,25365,7.7,7.7,7,99,上海市,121.4534137,31.2174025
粤菜, 徐汇区,528,7.8,7.4,7.5,86,上海市,121.4534137,31.2174025
湾菜, 徐汇区,3799,8.1,8.2,8.3,102,上海市,121.4534137,31.2174025
本菜, 徐汇区,3653,7.8,7.7,7.9,68,上海市,121.4534137,31.2174025
本菜, 徐汇区,986,7.9,7.5,7.5,53,上海市,121.4534137,31.2174025
本菜, 徐汇区,1128,7.7,7.4,7.4,63,上海市,121.4534137,31.2174025
亚菜, 徐汇区,2259,7.2,7,7.1,95,上海市,121.4534137,31.2174025
亚菜, 徐汇区,1545,7.3,7.1,7.1,76,上海市,121.4534137,31.2174025
亚菜, 徐汇区,2123,7.2,7.1,6.8,41,上海市,121.4534137,31.2174025
西餐, 徐汇区,1571,7.8,8.6,7.8,136,上海市,121.4534137,31.2174025
甜点, 徐汇区,4185,8.3,7.7,8.1,109,上海市,121.4534137,31.2174025
甜点, 徐汇区,946,8.5,8.4,8,101,上海市,121.4534137,31.2174025
甜点, 徐汇区,1966,7.5,7.8,7.5,39,上海市,121.4534137,31.2174025
甜点, 徐汇区,1743,7.5,7.6,7.2,32,上海市,121.4534137,31.2174025
甜点, 徐汇区,489,7.9,7.8,7.6,22,上海市,121.4534137,31.2174025
美食, 徐汇区,3108,8.1,8,7.8,101,上海市,121.4534137,31.2174025
咖啡厅, 徐汇区,453,7.7,8.4,8.3,57,上海市,121.4534137,31.2174025
咖啡厅, 徐汇区,662,8.4,8.2,8.1,44,上海市,121.4534137,31.2174025
快餐, 徐汇区,451,7.6,7.6,7.5,32,上海市,121.4534137,31.2174025
本菜, 徐汇区,6110,8,7.5,7.7,66,上海市,121.4534137,31.2174025
西餐, 徐汇区,49,7.2,7.3,7.5,48,上海市,121.4534137,31.2174025
甜点, 徐汇区,589,7.9,7.9,7.6,32,上海市,121.4534137,31.2174025
美食, 静安区,975,8.5,8.7,8.7,144,上海市,121.4534115,31.23133096
快餐, 徐汇区,11,7.5,7.2,7.5,22,上海市,121.4534109,31.21460882
快餐, 徐汇区,87,7.1,6.5,6.8,20,上海市,121.4534109,31.21460882
火锅, 徐汇区,6618,8.4,8.2,7.8,141,上海市,121.4534122,31.18836965
西餐, 徐汇区,8940,8.3,8.6,8.1,84,上海市,121.4534122,31.18836965
西餐, 徐汇区,1413,7.7,8,7.5,85,上海市,121.4534122,31.18836965
快餐, 卢湾区,303,8.3,8.6,8.6,48,上海市,121.4533992,31.2228159
本菜, 卢湾区,135,8.8,8.4,9.2,80,上海市,121.4533992,31.2228159
甜点, 卢湾区,147,8.8,8.9,9,124,上海市,121.4533992,31.2228159
甜点, 卢湾区,42,7.6,7.3,7.9,27,上海市,121.4533992,31.2228159
咖啡厅, 卢湾区,1038,7.7,8.7,7.7,124,上海市,121.4533992,31.2228159
烧烤, 卢湾区,180,8.6,9,8.7,128,上海市,121.4533992,31.2228159
西餐, 静安区,21,7.6,7.6,7.6,32,上海市,121.4533992,31.2228159
快餐, 闸北区,64,7.3,7.2,7.2,9,上海市,121.4533834,31.31280141
西餐, 静安区,292,8.2,7.8,8.2,57,上海市,121.453389,31.2358968
烧烤, 闵行区,141,7.9,7.3,8.1,55,上海市,121.4534031,31.03757512
甜点, 徐汇区,514,7.8,7.7,7.5,20,上海市,121.4533781,31.21165816
甜点, 卢湾区,2443,7.5,8.5,7.5,92,上海市,121.453375,31.22412223
美食, 徐汇区,5,7.2,7.2,7.2,50,上海市,121.4533779,31.16695245
北菜, 徐汇区,249,7.2,7.2,6.9,65,上海市,121.4533644,31.20727324
咖啡厅, 徐汇区,1587,8.2,8.5,8,94,上海市,121.4533644,31.20727324
本菜, 静安区,27,6.6,6.9,6.8,106,上海市,121.453362,31.23588274
烧烤, 徐汇区,36,7.5,6.8,7.2,23,上海市,121.4533561,31.2106306
快餐, 闸北区,21,8.1,8.1,8.1,19,上海市,121.4533504,31.25385862
甜点, 闵行区,57,7.4,7.3,7.3,11,上海市,121.453357,31.03760799
快餐, 静安区,277,7.5,7.2,7.2,14,上海市,121.4533336,31.22816225
西餐, 徐汇区,42,7.2,7.2,7.2,89,上海市,121.4533309,31.21268656
咖啡厅, 徐汇区,406,8.8,8.4,8.7,26,上海市,121.4533198,31.21291742
甜点, 闸北区,68,7.4,7.4,7.3,17,上海市,121.4533095,31.27434368
美食, 静安区,237,7.5,7.1,7.1,28,上海市,121.4533085,31.2281432
亚菜, 闸北区,305,7.3,8.1,7.3,71,上海市,121.4532999,31.24650378
咖啡厅, 闸北区,826,7.6,7.8,7.3,44,上海市,121.4532948,31.2818775
浙菜, 徐汇区,430,8.5,7.4,7.8,91,上海市,121.4532901,31.20878734
北菜, 闸北区,59,7.6,7.5,8,56,上海市,121.453281,31.25618444
火锅, 闸北区,401,7.9,7.4,7.7,90,上海市,121.453281,31.25618444
快餐, 闸北区,1545,7.4,6.8,6.9,15,上海市,121.453281,31.25618444
烧烤, 闸北区,654,8.3,7.5,8.1,90,上海市,121.453281,31.25618444
甜点, 黄浦区,6,7.4,7.1,7.1,17,上海市,121.4532664,31.22792021
甜点, 徐汇区,132,8.1,8.4,8.4,20,上海市,121.4532637,31.21225361
咖啡厅, 卢湾区,274,7.6,7.9,7.7,32,上海市,121.4532606,31.22546634
咖啡厅, 徐汇区,40,8.2,8.2,8.6,15,上海市,121.4532577,31.21233456
甜点, 闸北区,58,7.3,7.1,7,17,上海市,121.4532499,31.24416572
咖啡厅, 黄浦区,796,7.5,7.7,7.5,40,上海市,121.4532498,31.22246572
甜点, 静安区,49,7.5,7.3,7.7,20,上海市,121.4532433,31.22789916
咖啡厅, 徐汇区,194,7.9,7.9,8.1,23,上海市,121.453241,31.22023276
亚菜, 徐汇区,258,8.1,7.2,7.4,45,上海市,121.4532384,31.21478634
甜点, 闸北区,1346,8.1,8.8,8.7,41,上海市,121.4532276,31.24741121
甜点, 闸北区,456,7.7,7.6,7.4,15,上海市,121.4532276,31.24741121
甜点, 闸北区,77,6.8,6.9,6.8,12,上海市,121.4532276,31.24741121
咖啡厅, 闸北区,30,7.8,7.8,7.9,26,上海市,121.4532276,31.24741121
快餐, 徐汇区,18,7,6.6,7,17,上海市,121.4532283,31.21648751
海鲜, 闸北区,41,7.4,7.4,7.5,130,上海市,121.4532225,31.24846472
快餐, 闸北区,373,6.6,5.8,6,13,上海市,121.4532193,31.27406959
海鲜, 闵行区,70,6.9,6.8,6.8,75,上海市,121.4532392,31.04353028
快餐, 闸北区,15,7.3,7.6,7.6,18,上海市,121.4532148,31.24432457
本菜, 闸北区,548,8.9,8.7,8.7,104,上海市,121.4532148,31.24432457
西餐, 闸北区,9,7.4,7.3,7.4,15,上海市,121.4532072,31.30921337
快餐, 徐汇区,549,7,6.5,6.3,42,上海市,121.4532147,31.2107892
湘菜, 徐汇区,1381,8.3,7.3,7.8,142,上海市,121.453187,31.21795171
快餐, 徐汇区,39,7.3,7.2,7.2,31,上海市,121.4531826,31.21133886
甜点, 徐汇区,352,7.9,7.5,7.7,15,上海市,121.4531797,31.22125114
浙菜, 徐汇区,1381,8.9,9.1,8.8,124,上海市,121.4531767,31.18627416
浙菜, 徐汇区,561,7.9,7.5,8,99,上海市,121.4531767,31.18627416
川菜, 徐汇区,664,8.3,8.8,8.9,99,上海市,121.4531767,31.18627416
川菜, 徐汇区,315,7.7,7.7,8.1,51,上海市,121.4531767,31.18627416
川菜, 徐汇区,74,7.5,7.7,8.2,46,上海市,121.4531767,31.18627416
粤菜, 徐汇区,1630,7.8,8.1,7.8,105,上海市,121.4531767,31.18627416
粤菜, 徐汇区,874,7.5,7.6,7.2,93,上海市,121.4531767,31.18627416
湾菜, 徐汇区,86,7.9,7.7,7.5,34,上海市,121.4531767,31.18627416
火锅, 徐汇区,1217,8.6,8.5,8.6,130,上海市,121.4531767,31.18627416
火锅, 徐汇区,1137,9.1,8.8,9.3,97,上海市,121.4531767,31.18627416
火锅, 徐汇区,695,8.8,8.4,8.6,126,上海市,121.4531767,31.18627416
火锅, 徐汇区,991,8.3,8.7,8.4,118,上海市,121.4531767,31.18627416
火锅, 徐汇区,234,8.4,8.7,8.4,155,上海市,121.4531767,31.18627416
料理, 徐汇区,240,7.1,7,7,60,上海市,121.4531767,31.18627416
快餐, 徐汇区,745,8.2,8.6,8.6,43,上海市,121.4531767,31.18627416
快餐, 徐汇区,247,7.7,7.7,7.3,38,上海市,121.4531767,31.18627416
快餐, 徐汇区,101,7.2,7,7,37,上海市,121.4531767,31.18627416
快餐, 徐汇区,251,7.9,7.7,8,30,上海市,121.4531767,31.18627416
快餐, 徐汇区,49,7.7,7.5,7.7,22,上海市,121.4531767,31.18627416
快餐, 徐汇区,25,7.4,7.8,7.5,35,上海市,121.4531767,31.18627416
快餐, 徐汇区,45,7.5,7.3,7.4,29,上海市,121.4531767,31.18627416
快餐, 徐汇区,184,7.2,7.3,7,39,上海市,121.4531767,31.18627416
快餐, 徐汇区,73,7.5,7.5,7.8,24,上海市,121.4531767,31.18627416
快餐, 徐汇区,89,7.5,7.6,7.5,28,上海市,121.4531767,31.18627416
快餐, 徐汇区,79,7.3,7.2,7.5,17,上海市,121.4531767,31.18627416
快餐, 徐汇区,113,7.6,7.3,7.3,30,上海市,121.4531767,31.18627416
快餐, 徐汇区,70,7.1,7.5,7.5,35,上海市,121.4531767,31.18627416
快餐, 徐汇区,24,7.1,7.2,7.2,29,上海市,121.4531767,31.18627416
快餐, 徐汇区,10,7.1,7.2,7.2,26,上海市,121.4531767,31.18627416
本菜, 徐汇区,262,7.2,7.4,7.4,60,上海市,121.4531767,31.18627416
本菜, 徐汇区,45,7,7.2,7.2,57,上海市,121.4531767,31.18627416
本菜, 徐汇区,339,6.6,7.5,7.5,47,上海市,121.4531767,31.18627416
料理, 徐汇区,753,7.7,8.1,8.4,156,上海市,121.4531767,31.18627416
料理, 徐汇区,489,7.8,7.9,7.9,57,上海市,121.4531767,31.18627416
亚菜, 徐汇区,378,7.7,7.6,7.6,78,上海市,121.4531767,31.18627416
亚菜, 徐汇区,675,7.5,7.3,7.6,106,上海市,121.4531767,31.18627416
西餐, 徐汇区,544,8.5,8.9,9.1,111,上海市,121.4531767,31.18627416
西餐, 徐汇区,579,8.4,9,8.3,125,上海市,121.4531767,31.18627416
西餐, 徐汇区,326,8.2,8.7,9,114,上海市,121.4531767,31.18627416
西餐, 徐汇区,233,8.1,8.4,8.4,118,上海市,121.4531767,31.18627416
西餐, 徐汇区,238,8.3,8.7,8.4,100,上海市,121.4531767,31.18627416
西餐, 徐汇区,60,8,8.8,8.3,81,上海市,121.4531767,31.18627416
西餐, 徐汇区,520,7.4,8.3,7.7,84,上海市,121.4531767,31.18627416
西餐, 徐汇区,94,7.8,7.5,7.6,105,上海市,121.4531767,31.18627416
甜点, 徐汇区,569,8.1,8.6,8.2,40,上海市,121.4531767,31.18627416
甜点, 徐汇区,356,8.2,8.4,8.1,63,上海市,121.4531767,31.18627416
甜点, 徐汇区,317,8.3,8.5,8.3,20,上海市,121.4531767,31.18627416
甜点, 徐汇区,134,8.2,8.4,8.2,34,上海市,121.4531767,31.18627416
甜点, 徐汇区,342,7.8,8.6,8.2,18,上海市,121.4531767,31.18627416
甜点, 徐汇区,513,7.9,8,8.1,22,上海市,121.4531767,31.18627416
甜点, 徐汇区,206,8,7.9,8.2,14,上海市,121.4531767,31.18627416
甜点, 徐汇区,30,7.9,7.7,8.2,20,上海市,121.4531767,31.18627416
甜点, 徐汇区,129,7.8,7.6,7.7,24,上海市,121.4531767,31.18627416
甜点, 徐汇区,21,7.1,7.5,7.6,16,上海市,121.4531767,31.18627416
甜点, 徐汇区,299,7.3,7.8,7.3,43,上海市,121.4531767,31.18627416
甜点, 徐汇区,267,7.6,7.5,7.2,20,上海市,121.4531767,31.18627416
甜点, 徐汇区,111,7.7,7.5,7.6,15,上海市,121.4531767,31.18627416
甜点, 徐汇区,90,8.1,8,7.7,24,上海市,121.4531767,31.18627416
甜点, 徐汇区,68,7.1,7.2,7,16,上海市,121.4531767,31.18627416
甜点, 徐汇区,183,7.2,7.5,7.6,17,上海市,121.4531767,31.18627416
甜点, 徐汇区,93,7.4,7.5,7.6,17,上海市,121.4531767,31.18627416
美食, 徐汇区,725,8.5,9,8.7,118,上海市,121.4531767,31.18627416
美食, 徐汇区,519,8.2,8.4,8.2,99,上海市,121.4531767,31.18627416
美食, 徐汇区,295,7.9,8.8,8.5,85,上海市,121.4531767,31.18627416
美食, 徐汇区,138,7.7,8.5,7.9,84,上海市,121.4531767,31.18627416
美食, 徐汇区,132,7.4,7.6,7.7,34,上海市,121.4531767,31.18627416
咖啡厅, 徐汇区,189,8.5,8.5,8.6,19,上海市,121.4531767,31.18627416
咖啡厅, 徐汇区,229,8,8.2,8.2,27,上海市,121.4531767,31.18627416
咖啡厅, 徐汇区,222,7.6,8,7.9,42,上海市,121.4531767,31.18627416
咖啡厅, 徐汇区,139,7.8,8.2,7.4,44,上海市,121.4531767,31.18627416
咖啡厅, 徐汇区,31,7.5,7.5,7.8,23,上海市,121.4531767,31.18627416
咖啡厅, 徐汇区,46,7.5,7.6,7.9,25,上海市,121.4531767,31.18627416
南菜, 徐汇区,254,7.6,8.1,7.9,110,上海市,121.4531767,31.18627416
北菜, 徐汇区,358,7.5,7.6,7.7,39,上海市,121.4531767,31.18627416
甜点, 闸北区,287,7.8,7.8,6.9,36,上海市,121.4531705,31.25862711
甜点, 闸北区,154,7.3,7.7,7.4,25,上海市,121.4531705,31.25862711
甜点, 闸北区,80,7.3,7.3,7.4,18,上海市,121.4531705,31.25862711
粤菜, 徐汇区,11916,8.4,7.6,7.7,130,上海市,121.4531642,31.21561378
快餐, 闸北区,56,7.4,7.5,7.5,40,上海市,121.4531428,31.30008279
咖啡厅, 徐汇区,122,8.1,8.3,8.1,40,上海市,121.453149,31.19333158
快餐, 徐汇区,32,7.5,7.1,7.1,35,上海市,121.4531442,31.21452125
快餐, 徐汇区,53,7.4,6.8,7,13,上海市,121.4531442,31.21452125
快餐, 徐汇区,38,6.7,6.8,6.7,14,上海市,121.4531442,31.21452125
甜点, 徐汇区,10,6.9,6.8,7.1,26,上海市,121.4531442,31.21452125
美食, 徐汇区,1159,8.5,7.6,7.5,13,上海市,121.4531442,31.21452125
快餐, 徐汇区,33,6.7,6.6,6.4,17,上海市,121.4531442,31.21452125
本菜, 闸北区,250,7.6,7.5,7.5,132,上海市,121.4531415,31.24640346
西餐, 闸北区,250,7.8,8.2,7.8,76,上海市,121.4531415,31.24640346
西餐, 闸北区,37,7.4,7.5,7.4,54,上海市,121.4531415,31.24640346
甜点, 闸北区,26,7,7,7.3,18,上海市,121.4531415,31.24640346
快餐, 徐汇区,1853,7.7,6.2,6.9,27,上海市,121.4531333,31.21300095
快餐, 闸北区,17,6.6,6.5,6.6,11,上海市,121.4531214,31.26953929
快餐, 闸北区,51,7.1,7.2,7,20,上海市,121.4531144,31.26966721
